question, target
“Nếu một cái cây yếu, thì cây tròn.
Nếu một cái cây đáng sợ, thì cây hạnh phúc.
Nếu một cây mềm và lạnh, thì cây có màu tím.
Nếu một cây có màu đỏ, thì cây có màu xanh.
Nếu cây nhanh hay nóng thì cây rất đẹp.
Sự thật:
Cây hạnh phúc và nóng bỏng.
Những điều sau đây có thể được xác định về cây:”, Cây rất đẹp.
“Nếu một cái cây buồn hay chậm chạp, thì cây đó mạnh mẽ.
Nếu một cây tròn, thì cây còn non.
Nếu một cái cây sạch hoặc đẹp, thì cây là thông minh.
Nếu một cây lớn, thì cây lạnh.
Nếu một cái cây nhàm chán và hạnh phúc, thì cây là tốt.
Sự thật:
Cây chậm và tròn.
Những điều sau đây có thể được xác định về cây:”, Cây khỏe và non.
“Nếu một bông hồng thông minh và nhanh nhẹn, thì hoa hồng nóng.
Nếu một bông hồng có màu xanh lá cây, thì hoa hồng lạnh.
Nếu một bông hồng mạnh hoặc màu tím, thì hoa hồng còn non.
Nếu một bông hồng chậm, thì hoa hồng có màu đỏ.
Nếu một bông hồng đã già, thì hoa hồng thật nhàm chán.
Sự thật:
Hoa hồng nhàm chán và tròn trịa.
Những điều sau đây có thể được xác định về hoa hồng:”, Không có gì.
“Nếu một cây bồ công anh hạnh phúc, thì bồ công anh nóng.
Nếu một cây bồ công anh chậm, thì bồ công anh thật nhàm chán.
Nếu một cây bồ công anh lớn hay già, thì bồ công anh nhỏ.
Nếu một cây bồ công anh còn trẻ, thì bồ công anh rất nhanh.
Nếu bồ công anh mềm, thì bồ công anh có màu xanh.
Sự thật:
Bồ công anh nhanh và mềm.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh có màu xanh lam.
“Nếu Dan hạnh phúc, thì Dan là tốt.
Nếu Dan lớn, thì Dan có màu tím.
Nếu Dan xấu và đỏ, thì Dan thông minh.
Nếu Dan buồn, thì Dan mạnh mẽ.
Nếu Dan tròn trịa và đáng sợ, thì Dan thật xinh đẹp.
Sự thật:
Dan buồn và đỏ.
Những điều sau đây có thể được xác định về Dan:”, Dan mạnh mẽ.
“Nếu Dan lớn, thì Dan chậm chạp.
Nếu Dan tròn trịa và nhàm chán, thì Dan có màu đỏ.
Nếu Dan mạnh, thì Dan mềm.
Nếu Dan sạch sẽ, thì Dan là đẹp.
Nếu Dan buồn, thì Dan rất nhanh.
Sự thật:
Dan yếu đuối và nhàm chán.
Những điều sau đây có thể được xác định về Dan:”, Không có gì.
“Nếu một chú chó mềm mại, thì chó sẽ buồn.
Nếu một chú chó đẹp hoặc mạnh mẽ, thì chó có màu tím.
Nếu chó tròn hoặc già, thì chó bị lạnh.
Nếu chó yếu, thì chó có màu đỏ.
Nếu một chú chó đáng sợ, thì chó chậm chạp.
Sự thật:
Chú chó đáng sợ và xấu xa.
Những điều sau đây có thể được xác định về chó:”, Chó chậm chạp.
“Nếu Carol có màu xanh lá cây, thì Carol lạnh.
Nếu Carol nhàm chán hoặc tròn trịa, thì Carol sạch sẽ.
Nếu Carol chậm, thì Carol có màu tím.
Nếu Carol tốt và xấu, thì Carol đã già.
Nếu Carol đẹp hay to, thì Carol mềm mại.
Sự thật:
Carol già và xinh đẹp.
Những điều sau đây có thể được xác định về Carol:”, Carol mềm mại.
“Nếu một bông hoa hướng dương đẹp hay xấu, thì hoa hướng dương sạch sẽ.
Nếu một bông hoa hướng dương hạnh phúc hoặc yếu đuối, thì hoa hướng dương có màu tím.
Nếu một bông hoa hướng dương tròn hoặc lớn, thì hoa hướng dương rất đáng sợ.
Nếu một bông hoa hướng dương đã già, thì hoa hướng dương có màu xanh.
Nếu một bông hoa hướng dương mạnh mẽ, thì hoa hướng dương là nhàm chán.
Sự thật:
Hoa hướng dương mạnh mẽ và có màu đỏ.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương thật nhàm chán.
“Nếu Dan nhanh nhẹn, thì Dan là người xấu.
Nếu Dan nhỏ và tròn, thì Dan thông minh.
Nếu Dan nóng bỏng và hạnh phúc, thì Dan thật xinh đẹp.
Nếu Dan chậm, thì Dan đã già.
Nếu Dan nhàm chán và trẻ trung, thì Dan có màu đỏ.
Sự thật:
Dan đỏ và chậm chạp.
Những điều sau đây có thể được xác định về Dan:”, Dan đã già.
“Nếu một bông hoa hướng dương tròn và mềm, thì hoa hướng dương có màu xanh lam.
Nếu một bông hoa hướng dương có màu tím, thì hướng dương là tốt.
Nếu một bông hoa hướng dương còn non, thì hoa hướng dương rất nhanh.
Nếu một bông hoa hướng dương xấu, thì hoa hướng dương buồn.
Nếu một bông hoa hướng dương đẹp và thông minh, thì hoa hướng dương nóng.
Sự thật:
Hoa hướng dương xấu và thông minh.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương buồn.
“Nếu Dan yếu đuối, thì Dan là tốt.
Nếu Dan đáng sợ, thì Dan có màu xanh lá cây.
Nếu Dan buồn hay chậm, thì Dan nhỏ bé.
Nếu Dan mềm hoặc lớn, thì Dan mạnh mẽ.
Nếu Dan có màu tím hoặc hạnh phúc, thì Dan lạnh lùng.
Sự thật:
Dan có màu tím và nhanh.
Những điều sau đây có thể được xác định về Dan:”, Dan lạnh lùng.
“Nếu Frank còn trẻ và hạnh phúc, thì Frank có màu xanh.
Nếu Frank nhỏ và lạnh, thì Frank có màu tím.
Nếu Frank xinh đẹp hay thông minh, thì Frank là tốt.
Nếu Frank mạnh, thì Frank yếu.
Nếu Frank buồn, thì Frank mềm yếu.
Sự thật:
Frank xinh đẹp và tròn trịa.
Những điều sau đây có thể được xác định về Frank:”, Frank là tốt.
“Nếu Alice yếu, thì Alice có màu xanh.
Nếu Alice có màu tím, thì Alice có màu đỏ.
Nếu Alice tròn hoặc lạnh, thì Alice thông minh.
Nếu Alice hạnh phúc và nóng bỏng, thì Alice còn trẻ.
Nếu Alice chậm hay xấu, thì Alice mạnh mẽ.
Sự thật:
Alice rất nhanh và buồn.
Những điều sau đây có thể được xác định về Alice:”, Không có gì.
“Nếu một con voi nóng và tốt, thì con voi lạnh.
Nếu một con voi thông minh và nhàm chán, thì con voi thật đẹp.
Nếu một con voi chậm, thì con voi nhanh.
Nếu một con voi già, thì con voi nhỏ.
Nếu một con voi tròn, thì con voi buồn.
Sự thật:
Con voi hạnh phúc và thông minh.
Những điều sau đây có thể được xác định về con voi:”, Không có gì.
“Nếu một con hươu cao cổ đáng sợ, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ có màu xanh lá cây hoặc lớn, thì hươu cao cổ lạnh.
Nếu một con hươu cao cổ chậm hoặc đẹp, thì hươu cao cổ có màu đỏ.
Nếu một con hươu cao cổ thông minh, thì hươu cao cổ nhỏ.
Nếu một con hươu cao cổ còn trẻ, thì hươu cao cổ rất mạnh.
Sự thật:
Con hươu cao cổ to và buồn.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ lạnh.
“Nếu Carol tròn, thì Carol mềm.
Nếu Carol hạnh phúc, thì Carol đã già.
Nếu Carol thông minh hay giỏi, thì Carol thật đáng sợ.
Nếu Carol lạnh hoặc xanh, thì Carol nhỏ.
Nếu Carol yếu, thì Carol thật nhàm chán.
Sự thật:
Carol có màu xanh lá cây và màu xanh lam.
Những điều sau đây có thể được xác định về Carol:”, Carol nhỏ.
“Nếu một con voi có màu xanh hoặc sạch, thì con voi buồn.
Nếu một con voi xấu và màu tím, thì con voi tròn.
Nếu một con voi yếu và nóng, thì con voi chậm.
Nếu một con voi có màu xanh lá cây hoặc lớn, thì con voi thật nhàm chán.
Nếu một con voi lạnh hoặc đỏ, thì con voi còn trẻ.
Sự thật:
Con voi rất nhanh và to.
Những điều sau đây có thể được xác định về con voi:”, Con voi thật nhàm chán.
“Nếu Carol xấu hay chậm, thì Carol còn trẻ.
Nếu Carol nhanh hoặc tím, thì Carol có màu xanh lam.
Nếu Carol thông minh, thì Carol nhỏ bé.
Nếu Carol hạnh phúc hoặc xanh lá cây, thì Carol đã già.
Nếu Carol lạnh, thì Carol buồn.
Sự thật:
Carol mạnh mẽ và nhanh nhẹn.
Những điều sau đây có thể được xác định về Carol:”, Carol có màu xanh lam.
“Nếu một bông hồng xanh và đẹp, thì hoa hồng chậm.
Nếu một bông hồng nhàm chán, thì hoa hồng đã già.
Nếu một bông hồng mềm, thì hoa hồng nhanh.
Nếu một bông hồng buồn, thì hoa hồng còn trẻ.
Nếu một bông hồng lạnh và sạch, thì hoa hồng là thông minh.
Sự thật:
Hoa hồng nhỏ và mềm.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng nhanh.
“Nếu Alice tốt, thì Alice rất nhanh.
Nếu Alice lớn, thì Alice còn trẻ.
Nếu Alice lạnh, thì Alice mềm.
Nếu Alice xinh đẹp, thì Alice là màu xanh lá cây.
Nếu Alice nóng, thì Alice xấu.
Sự thật:
Alice rất lớn và buồn.
Những điều sau đây có thể được xác định về Alice:”, Alice còn trẻ.
“Nếu một con nhím có màu đỏ và tốt, thì con nhím lớn.
Nếu một con nhím lạnh hoặc xấu, thì con nhím rất mạnh.
Nếu một con nhím nhàm chán hoặc đáng sợ, thì con nhím rất đẹp.
Nếu một con nhím hạnh phúc hay già, thì con nhím rất nhanh.
Nếu một con nhím tròn hoặc nhỏ, thì con nhím có màu xanh lá cây.
Sự thật:
Con nhím thật nhàm chán và đáng sợ.
Những điều sau đây có thể được xác định về con nhím:”, Con nhím rất đẹp.
“Nếu Carol nhàm chán hoặc yếu đuối, thì Carol sạch sẽ.
Nếu Carol già và mạnh mẽ, thì Carol nóng bỏng.
Nếu Carol nhanh và tím, thì Carol có màu xanh lam.
Nếu Carol buồn, thì Carol là lớn.
Nếu Carol nhỏ và trẻ, thì Carol có màu xanh lá cây.
Sự thật:
Carol xanh và xấu.
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu một cái cây lạnh và hạnh phúc, thì cây thông minh.
Nếu một cây buồn hoặc nhàm chán, thì cây còn non.
Nếu một cây chậm, thì cây sạch sẽ.
Nếu một cây xanh và lớn, thì cây nhỏ.
Nếu cây nhanh hoặc đỏ, thì cây xấu.
Sự thật:
Cây có màu đỏ và chậm chạp.
Những điều sau đây có thể được xác định về cây:”, Cây sạch và xấu.
“Nếu một con hổ hạnh phúc hay mềm mại, thì con hổ có màu xanh.
Nếu một con hổ nhanh, thì con hổ rất đáng sợ.
Nếu một con hổ to hoặc đỏ, thì con hổ nóng.
Nếu một con hổ chậm chạp và thông minh, thì con hổ đã già.
Nếu một con hổ có màu tím, thì con hổ có màu xanh lá cây.
Sự thật:
Con hổ có màu tím và lạnh.
Những điều sau đây có thể được xác định về con hổ:”, Con hổ có màu xanh lá cây.
“Nếu bồ công anh nhanh, thì bồ công anh nóng.
Nếu bồ công anh có màu xanh hoặc sạch, thì bồ công anh yếu.
Nếu một cây bồ công anh nhỏ hoặc tốt, thì bồ công anh có màu đỏ.
Nếu một cây bồ công anh tròn và khỏe, thì bồ công anh hạnh phúc.
Nếu một cây bồ công anh thông minh hoặc đẹp, thì bồ công anh lạnh.
Sự thật:
Bồ công anh to và nhanh.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh nóng.
“Nếu Erin xấu, thì Erin thật đáng sợ.
Nếu Erin yếu hoặc lạnh, thì Erin mạnh mẽ.
Nếu Erin già, thì Erin còn trẻ.
Nếu Erin sạch sẽ và to lớn, thì Erin nóng.
Nếu Erin nhanh hay hạnh phúc, thì Erin nhỏ bé.
Sự thật:
Erin có màu xanh và nhanh.
Những điều sau đây có thể được xác định về Erin:”, Erin nhỏ.
“Nếu một cái cây lớn, thì cây đã già.
Nếu một cây còn non hoặc nhàm chán, thì cây rất đẹp.
Nếu một cây xanh hoặc khỏe, thì cây có màu đỏ.
Nếu một cây nhỏ hoặc mềm, thì cây nóng.
Nếu cây lạnh hoặc tím thì cây yếu.
Sự thật:
Cây mềm và đẹp.
Những điều sau đây có thể được xác định về cây:”, Cây nóng.
“Nếu một cây anh túc hạnh phúc, thì cây anh túc lớn.
Nếu một cây anh túc là tốt, thì cây anh túc rất nhanh.
Nếu một cây anh túc đã già, thì cây anh túc tròn.
Nếu một cây anh túc chậm, thì cây anh túc có màu xanh lá cây.
Nếu một cây anh túc sạch và có màu tím, thì cây anh túc mềm.
Sự thật:
Cây anh túc tốt và lạnh.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc rất nhanh.
“Nếu Carol chậm chạp, thì Carol thật tệ.
Nếu Carol yếu, thì Carol hạnh phúc.
Nếu Carol nhanh hoặc đỏ, thì Carol mềm.
Nếu Carol thông minh, thì Carol nhỏ bé.
Nếu Carol nóng hoặc to, thì Carol rất đẹp.
Sự thật:
Carol có màu đỏ và sạch sẽ.
Những điều sau đây có thể được xác định về Carol:”, Carol mềm mại.
“Nếu một con thỏ mềm hoặc đỏ, thì thỏ đã già.
Nếu một con thỏ đẹp, thì thỏ lạnh.
Nếu một con thỏ thông minh, thì thỏ là xấu.
Nếu một con thỏ hạnh phúc, thì thỏ có màu xanh lá cây.
Nếu một con thỏ lớn hoặc chậm, thì thỏ có màu tím.
Sự thật:
Con thỏ hạnh phúc và sạch sẽ.
Những điều sau đây có thể được xác định về con thỏ:”, Con thỏ có màu xanh lá cây.
“Nếu một con bò đáng sợ, thì con bò còn trẻ.
Nếu một con bò nhanh và thông minh, thì con bò rất đẹp.
Nếu một con bò sạch sẽ hoặc hạnh phúc, thì con bò nóng.
Nếu một con bò xấu hoặc mạnh, thì con bò nhỏ.
Nếu một con bò nhàm chán hoặc màu tím, thì con bò chậm.
Sự thật:
Con bò mạnh mẽ và buồn bã.
Những điều sau đây có thể được xác định về con bò:”, Con bò nhỏ.
“Nếu một cây anh túc nhỏ, thì cây anh túc là xấu.
Nếu một cây anh túc đáng sợ hoặc nhanh, thì cây anh túc rất thông minh.
Nếu một cây anh túc sạch hoặc màu tím, thì cây anh túc buồn.
Nếu một cây anh túc còn trẻ và khỏe, thì cây anh túc đã già.
Nếu một cây anh túc là tốt, thì cây anh túc lớn.
Sự thật:
Cây anh túc tốt và nhanh.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc thông minh và to lớn.
“Nếu một cây anh túc mềm và nhỏ, thì cây anh túc lạnh.
Nếu một cây anh túc già hoặc hạnh phúc, thì cây anh túc còn trẻ.
Nếu một cây anh túc sạch, thì cây anh túc có màu tím.
Nếu một cây anh túc có màu xanh, thì cây anh túc nóng.
Nếu một cây anh túc là tốt, thì cây anh túc rất nhanh.
Sự thật:
Cây anh túc đã già và mềm.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc còn non.
“Nếu Frank nhàm chán, thì Frank sẽ tròn trịa.
Nếu Frank có màu tím và xanh lá cây, thì Frank nhỏ.
Nếu Frank mạnh mẽ hay mềm mại, thì Frank rất đẹp.
Nếu Frank xấu hay tốt, thì Frank chậm chạp.
Nếu Frank là màu xanh, thì Frank là lớn.
Sự thật:
Frank tốt và tím.
Những điều sau đây có thể được xác định về Frank:”, Frank chậm chạp.
“Nếu một bông hồng xấu, thì hoa hồng chậm.
Nếu một bông hồng hạnh phúc và mạnh mẽ, thì hoa hồng nhanh.
Nếu một bông hồng nhàm chán, thì hoa hồng thật đáng sợ.
Nếu một bông hồng có màu xanh và nóng, thì hoa hồng yếu.
Nếu một bông hồng còn trẻ, thì hoa hồng lớn.
Sự thật:
Hoa hồng tốt và yếu.
Những điều sau đây có thể được xác định về hoa hồng:”, Không có gì.
“Nếu Alice nóng bỏng và trẻ trung, thì Alice buồn.
Nếu Alice nhanh, thì Alice có màu tím.
Nếu Alice già hoặc hạnh phúc, thì Alice lớn.
Nếu Alice có màu xanh và lạnh, thì Alice thật đáng sợ.
Nếu Alice xinh đẹp, thì Alice có màu đỏ.
Sự thật:
Alice chậm và già.
Những điều sau đây có thể được xác định về Alice:”, Alice rất lớn.
“Nếu bồ công anh nóng, thì bồ công anh có màu đỏ.
Nếu một cây bồ công anh nhỏ, thì bồ công anh chậm.
Nếu một cây bồ công anh có màu xanh lá cây hoặc sạch sẽ, thì bồ công anh đã già.
Nếu một cây bồ công anh yếu hoặc tốt, thì bồ công anh hạnh phúc.
Nếu bồ công anh lạnh, thì bồ công anh có màu tím.
Sự thật:
Bồ công anh nóng và hạnh phúc.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh có màu đỏ.
“Nếu Carol chậm chạp và buồn bã, thì Carol rất vui.
Nếu Carol nóng, thì Carol có màu đỏ.
Nếu Carol sạch sẽ và nhàm chán, thì Carol mềm mại.
Nếu Carol nhỏ, thì Carol tròn.
Nếu Carol đáng sợ và màu xanh, thì Carol thật xinh đẹp.
Sự thật:
Carol nhỏ và mềm.
Những điều sau đây có thể được xác định về Carol:”, Carol tròn.
“Nếu Frank mềm hay nhanh, thì Frank chậm chạp.
Nếu Frank hạnh phúc hay nóng bỏng, thì Frank nhỏ bé.
Nếu Frank già hay xinh đẹp, thì Frank sạch sẽ.
Nếu Frank yếu, thì Frank lạnh lùng.
Nếu Frank buồn và tốt, thì Frank là xấu.
Sự thật:
Frank xanh và xinh đẹp.
Những điều sau đây có thể được xác định về Frank:”, Frank sạch sẽ.
“Nếu một con voi buồn, thì con voi rất nhanh.
Nếu một con voi còn nhỏ hoặc đỏ, thì con voi là thông minh.
Nếu một con voi đáng sợ hoặc sạch sẽ, thì con voi có màu xanh lá cây.
Nếu một con voi hạnh phúc và mạnh mẽ, thì con voi là xấu.
Nếu một con voi nóng và nhỏ, thì con voi có màu tím.
Sự thật:
Con voi thông minh và buồn bã.
Những điều sau đây có thể được xác định về con voi:”, Con voi nhanh nhẹn.
“Nếu một con sư tử nhỏ hay khỏe, thì sư tử còn trẻ.
Nếu một con sư tử có màu đỏ, thì sư tử lạnh.
Nếu một con sư tử yếu, thì sư tử đã già.
Nếu một con sư tử buồn hoặc chậm, thì sư tử nhanh.
Nếu một con sư tử đáng sợ, thì sư tử là thông minh.
Sự thật:
Sư tử nóng và nhỏ.
Những điều sau đây có thể được xác định về sư tử:”, Sư tử còn trẻ.
“Nếu Dan có màu tím, thì Dan lớn.
Nếu Dan mềm mại, thì Dan có màu xanh.
Nếu Dan già, thì Dan lạnh.
Nếu Dan yếu, thì Dan là tốt.
Nếu Dan còn trẻ, thì Dan mạnh mẽ.
Sự thật:
Dan già và yếu.
Những điều sau đây có thể được xác định về Dan:”, Dan lạnh lùng và tốt bụng.
“Nếu một bông hoa hướng dương già hoặc tốt, thì hoa hướng dương rất nhanh.
Nếu một bông hoa hướng dương có màu tím và lạnh, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương lớn hoặc nóng, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương nhàm chán, thì hoa hướng dương là thông minh.
Nếu một bông hoa hướng dương có màu xanh, thì hướng dương là xấu.
Sự thật:
Hoa hướng dương nóng và già.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương nhanh và xanh.
“Nếu một con gấu có màu xanh và tốt, thì con gấu sẽ hạnh phúc.
Nếu một con gấu đẹp, thì con gấu mạnh mẽ.
Nếu một con gấu có màu tím hoặc đáng sợ, thì con gấu lạnh.
Nếu một con gấu yếu, thì con gấu sạch sẽ.
Nếu một con gấu nhỏ và già, thì con gấu buồn.
Sự thật:
Con gấu đáng sợ và mềm mại.
Những điều sau đây có thể được xác định về con gấu:”, Con gấu lạnh.
“Nếu một con chuột có màu tím, thì con chuột rất đáng sợ.
Nếu một con chuột già và buồn, thì con chuột là xấu.
Nếu một con chuột yếu, thì chuột có màu xanh lá cây.
Nếu một con chuột thông minh và sạch sẽ, thì chuột sẽ chậm.
Nếu một con chuột mạnh, thì con chuột còn trẻ.
Sự thật:
Con chuột lạnh và buồn.
Những điều sau đây có thể được xác định về con chuột:”, Không có gì.
“Nếu Frank nhanh, thì Frank rất nóng bỏng.
Nếu Frank đáng sợ, thì Frank là lớn.
Nếu Frank chậm hay yếu, thì Frank hạnh phúc.
Nếu Frank buồn, thì Frank là màu xanh lá cây.
Nếu Frank có màu tím và tốt, thì Frank có màu xanh.
Sự thật:
Frank sạch sẽ và chậm chạp.
Những điều sau đây có thể được xác định về Frank:”, Frank rất vui.
“Nếu một con hươu cao cổ sạch sẽ, thì hươu cao cổ thật đáng sợ.
Nếu một con hươu cao cổ mềm, thì hươu cao cổ chậm.
Nếu một con hươu cao cổ thông minh hoặc màu tím, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ yếu, thì hươu cao cổ còn trẻ.
Nếu một con hươu cao cổ nhanh, thì hươu cao cổ đã già.
Sự thật:
Hươu cao cổ yếu và có màu xanh.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ còn trẻ.
“Nếu Carol giỏi hay thông minh, thì Carol thật nhàm chán.
Nếu Carol hạnh phúc, thì Carol có màu xanh.
Nếu Carol nhanh hay yếu, thì Carol là xấu.
Nếu Carol có màu đỏ hoặc xanh lá cây, thì Carol nóng.
Nếu Carol mạnh mẽ, thì Carol thật xinh đẹp.
Sự thật:
Carol lạnh lùng và hạnh phúc.
Những điều sau đây có thể được xác định về Carol:”, Carol có màu xanh lam.
“Nếu một bông hoa hướng dương có màu tím, thì hoa hướng dương lạnh.
Nếu một bông hoa hướng dương mềm, thì hướng dương là xấu.
Nếu một bông hoa hướng dương có màu đỏ, thì hoa hướng dương rất đẹp.
Nếu một bông hoa hướng dương hạnh phúc, thì hoa hướng dương nóng.
Nếu một bông hoa hướng dương mạnh và chậm, thì hoa hướng dương có màu xanh lá cây.
Sự thật:
Hoa hướng dương rất đáng sợ và mềm mại.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương xấu.
“Nếu một con hổ tốt hay mềm, thì con hổ là thông minh.
Nếu một con hổ nhanh, thì con hổ chậm.
Nếu một con hổ tròn hoặc to, thì con hổ nóng.
Nếu một con hổ có màu xanh lá cây hoặc nhàm chán, thì con hổ có màu đỏ.
Nếu một con hổ còn trẻ và xinh đẹp, thì con hổ có màu xanh.
Sự thật:
Con hổ có màu xanh và lạnh.
Những điều sau đây có thể được xác định về con hổ:”, Con hổ có màu đỏ.
“Nếu một con voi tốt, thì con voi sạch sẽ.
Nếu một con voi xấu và đẹp, thì con voi yếu.
Nếu một con voi tròn và màu xanh, thì con voi nóng.
Nếu một con voi buồn, thì con voi có màu đỏ.
Nếu một con voi có màu xanh lá cây hoặc hạnh phúc, thì con voi chậm chạp.
Sự thật:
Con voi có màu xanh và đẹp.
Những điều sau đây có thể được xác định về con voi:”, Con voi chậm chạp.
“Nếu một con bò khỏe, thì con bò còn trẻ.
Nếu một con bò yếu, thì con bò đẹp.
Nếu một con bò có màu xanh và tròn, thì con bò hạnh phúc.
Nếu một con bò nhanh và xấu, thì con bò nhỏ.
Nếu một con bò tốt và lạnh, thì con bò nhàm chán.
Sự thật:
Con bò yếu và có màu tím.
Những điều sau đây có thể được xác định về con bò:”, Con bò đẹp.
“Nếu một con sư tử đẹp và trẻ, thì sư tử là tốt.
Nếu một con sư tử có màu đỏ, thì sư tử buồn.
Nếu một con sư tử đáng sợ và có màu xanh, thì sư tử nóng.
Nếu một con sư tử lạnh hoặc mạnh, thì sư tử xấu.
Nếu một con sư tử nhàm chán, thì sư tử sạch sẽ.
Sự thật:
Sư tử nhàm chán và hạnh phúc.
Những điều sau đây có thể được xác định về sư tử:”, Sư tử sạch sẽ.
“Nếu Frank lạnh lùng và buồn bã, thì Frank sẽ tròn.
Nếu Frank nhàm chán, thì Frank thật đáng sợ.
Nếu Frank còn trẻ, thì Frank mạnh mẽ.
Nếu Frank lớn, thì Frank sạch sẽ.
Nếu Frank đẹp, thì Frank là màu xanh lá cây.
Sự thật:
Frank đỏ và trẻ.
Những điều sau đây có thể được xác định về Frank:”, Frank mạnh mẽ.
“Nếu một cái cây lạnh và buồn, thì cây tròn.
Nếu một cây xấu hoặc yếu, thì cây còn non.
Nếu một cây có màu đỏ, thì cây có màu xanh.
Nếu một cây lớn, thì cây nóng.
Nếu một cái cây nhàm chán, thì cây hạnh phúc.
Sự thật:
Cây nhàm chán và chậm chạp.
Những điều sau đây có thể được xác định về cây:”, Cây hạnh phúc.
“Nếu Dan trẻ và mềm mại, thì Dan đã già.
Nếu Dan nhàm chán và xanh, thì Dan buồn.
Nếu Dan nóng, thì Dan chậm.
Nếu Dan tròn, thì Dan yếu.
Nếu Dan sạch sẽ và lớn, thì Dan là tốt.
Sự thật:
Dan tốt và thông minh.
Những điều sau đây có thể được xác định về Dan:”, Không có gì.
“Nếu một cây anh túc mạnh, thì cây anh túc có màu xanh lam.
Nếu một cây anh túc có màu xanh lá cây hoặc nhanh, thì cây anh túc là tốt.
Nếu một cây anh túc buồn, thì cây anh túc đã già.
Nếu một cây anh túc xấu và hạnh phúc, thì cây anh túc là thông minh.
Nếu một cây anh túc nhàm chán và đáng sợ, thì cây anh túc tròn.
Sự thật:
Cây anh túc có màu xanh và nóng.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc rất tốt.
“Nếu Erin lớn hay hạnh phúc, thì Erin sạch sẽ.
Nếu Erin chậm chạp và tốt, thì Erin nhỏ bé.
Nếu Erin mạnh mẽ hay thông minh, thì Erin mềm yếu.
Nếu Erin xấu, thì Erin tròn trịa.
Nếu Erin nhàm chán hay xinh đẹp, thì Erin buồn.
Sự thật:
Erin thật nhàm chán và nóng bỏng.
Những điều sau đây có thể được xác định về Erin:”, Erin buồn.
“Nếu một con gấu trúc nhỏ hoặc màu xanh, thì gấu trúc có màu tím.
Nếu một con gấu trúc nhàm chán hoặc cũ, thì gấu trúc rất nhanh.
Nếu một con gấu trúc thông minh hoặc mạnh mẽ, thì gấu trúc có màu xanh lá cây.
Nếu một con gấu trúc sạch sẽ, thì gấu trúc lớn.
Nếu một con gấu trúc yếu, thì gấu trúc tròn.
Sự thật:
Gấu trúc nhỏ và nóng.
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc có màu tím.
“Nếu một bông hồng đẹp hay thông minh, thì hoa hồng rất nhanh.
Nếu một bông hồng lạnh hoặc lớn, thì hoa hồng đã già.
Nếu một bông hồng tròn hoặc đỏ, thì hoa hồng thật đáng sợ.
Nếu một bông hồng mềm và màu tím, thì hoa hồng yếu.
Nếu một bông hồng trẻ và chậm, thì hoa hồng hạnh phúc.
Sự thật:
Hoa hồng là tốt và đáng sợ.
Những điều sau đây có thể được xác định về hoa hồng:”, Không có gì.
“Nếu một cái cây tốt hoặc tròn, thì cây đó lớn.
Nếu một cái cây nhỏ, thì cây thông minh.
Nếu cây khỏe thì cây sạch.
Nếu một cái cây yếu và đáng sợ, thì cây buồn.
Nếu một cây già, thì cây có màu xanh.
Sự thật:
Cây nhanh và nóng.
Những điều sau đây có thể được xác định về cây:”, Không có gì.
“Nếu Dan chậm hay già, thì Dan là người xấu.
Nếu Dan còn trẻ, thì Dan là màu xanh.
Nếu Dan tốt, thì Dan yếu đuối.
Nếu Dan lạnh và đỏ, thì Dan sạch sẽ.
Nếu Dan nhanh hay mềm, thì Dan đáng sợ.
Sự thật:
Dan chậm và đỏ.
Những điều sau đây có thể được xác định về Dan:”, Dan là xấu.
“Nếu Frank có màu tím, thì Frank thật xinh đẹp.
Nếu Frank già và lớn, thì Frank rất nóng bỏng.
Nếu Frank thông minh, thì Frank là màu đỏ.
Nếu Frank hạnh phúc, thì Frank là xấu.
Nếu Frank buồn, thì Frank tròn.
Sự thật:
Frank hạnh phúc và trẻ trung.
Những điều sau đây có thể được xác định về Frank:”, Frank là xấu.
“Nếu một bông hoa hướng dương có màu đỏ hoặc đẹp, thì hoa hướng dương sạch sẽ.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương có màu tím.
