question, target
Nếu một bông hoa hướng dương lạnh, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương nóng, thì hướng dương chậm.
Sự thật:,
Hoa hướng dương có màu xanh và lạnh.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương thật nhàm chán.
“Nếu một con hà mã sạch sẽ hoặc đáng sợ, thì hà mã mềm mại.
Nếu một con hà mã nhàm chán hoặc đỏ, thì hà mã là xấu.
Nếu một con hà mã già hoặc màu xanh, thì hà mã có màu tím.
Nếu một con hà mã tốt, thì hà mã lạnh.
Nếu một con hà mã còn trẻ hoặc yếu, thì hà mã rất đẹp.
Sự thật:,
Hà mã nhanh và già.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã có màu tím.
“Nếu một con hà mã sạch sẽ và mạnh mẽ, thì hà mã lạnh.
Nếu một con hà mã hạnh phúc hoặc nhanh nhẹn, thì hà mã có màu xanh lá cây.
Nếu một con hà mã chậm, thì hà mã có màu tím.
Nếu một con hà mã đã già, thì hà mã rất đẹp.
Nếu một con hà mã yếu hoặc màu xanh, thì hà mã có hình tròn.
Sự thật:,
Hà mã có màu tím và xanh lá cây.,
Những điều sau đây có thể được xác định về hà mã:”, Không có gì.
“Nếu một cây anh túc hạnh phúc và tròn trịa, thì cây anh túc thật đáng sợ.
Nếu một cây anh túc xấu hoặc thông minh, thì cây anh túc buồn.
Nếu một cây anh túc đẹp hoặc già, thì cây anh túc yếu.
Nếu một cây anh túc mềm và đỏ, thì cây anh túc có màu xanh.
Nếu một cây anh túc là tốt, thì cây anh túc lạnh.
Sự thật:,
Cây anh túc thông minh và trẻ trung.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc buồn.
“Nếu một con voi hạnh phúc và đáng sợ, thì con voi là xấu.
Nếu một con voi có màu tím hoặc mềm, thì con voi có màu xanh.
Nếu một con voi tốt, thì con voi lớn.
Nếu một con voi mạnh, thì con voi rất nhanh.
Nếu một con voi còn trẻ và buồn, thì con voi thật nhàm chán.
Sự thật:,
Con voi còn trẻ và khỏe.,
Những điều sau đây có thể được xác định về con voi:”, Con voi nhanh nhẹn.
“Nếu một cây bồ công anh có màu đỏ và yếu, thì bồ công anh lạnh.
Nếu một cây bồ công anh đã già, thì bồ công anh là tốt.
Nếu bồ công anh có màu xanh lá cây, thì bồ công anh mềm.
Nếu một cây bồ công anh lớn, thì bồ công anh có màu xanh lam.
Nếu một cây bồ công anh có màu tím hoặc nhàm chán, thì bồ công anh có hình tròn.
Sự thật:,
Bồ công anh buồn và to.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh có màu xanh lam.
“Nếu một con hà mã đẹp và nhanh, thì hà mã thật nhàm chán.
Nếu một con hà mã thông minh, thì hà mã còn trẻ.
Nếu một con hà mã có màu xanh hoặc lạnh, thì hà mã đã già.
Nếu một con hà mã chậm hoặc xấu, thì hà mã buồn.
Nếu một con hà mã đáng sợ, thì hà mã có màu xanh lá cây.
Sự thật:,
Hà mã có màu xanh lá cây và chậm chạp.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã buồn.
“Nếu một con hươu cao cổ lạnh, thì hươu cao cổ nhỏ.
Nếu một con hươu cao cổ tốt và chậm, thì hươu cao cổ rất đẹp.
Nếu một con hươu cao cổ thông minh và buồn bã, thì hươu cao cổ yếu.
Nếu một con hươu cao cổ sạch sẽ, thì hươu cao cổ mềm.
Nếu một con hươu cao cổ xấu hoặc đáng sợ, thì hươu cao cổ thật nhàm chán.
Sự thật:,
Hươu cao cổ rất mạnh và xấu.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ thật nhàm chán.
“Nếu một con mèo có màu xanh, thì con mèo đã già.
Nếu một con mèo hạnh phúc hoặc xinh đẹp, thì con mèo sạch sẽ.
Nếu một con mèo buồn và đáng sợ, thì con mèo thông minh.
Nếu một con mèo có màu tím và chậm, thì con mèo là tốt.
Nếu một con mèo yếu và đỏ, thì con mèo nóng.
Sự thật:,
Con mèo yếu và tím.,
Những điều sau đây có thể được xác định về con mèo:”, Không có gì.
“Nếu một con sư tử yếu, thì sư tử buồn.
Nếu một con sư tử tròn, thì sư tử đã già.
Nếu một con sư tử mềm, thì sư tử thật đáng sợ.
Nếu một con sư tử có màu xanh lá cây, thì sư tử là thông minh.
Nếu một con sư tử lạnh và nhanh, thì sư tử lớn.
Sự thật:,
Sư tử mềm và tròn.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử già và đáng sợ.
“Nếu một bông hồng buồn, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng lạnh hoặc đẹp, thì hoa hồng mạnh mẽ.
Nếu một bông hồng xấu, thì hoa hồng mềm mại.
Nếu một bông hồng chậm, thì hoa hồng thật nhàm chán.
Nếu một bông hồng có màu đỏ, thì hoa hồng sạch.
Sự thật:,
Hoa hồng có màu đỏ và tốt.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng sạch.
“Nếu Carol nhàm chán hoặc sạch sẽ, thì Carol thật đáng sợ.
Nếu Carol chậm, thì Carol có màu đỏ.
Nếu Carol lớn hoặc lạnh, thì Carol nhỏ.
Nếu Carol hạnh phúc, thì Carol tròn.
Nếu Carol có màu xanh lá cây, thì Carol còn trẻ.
Sự thật:,
Carol mạnh mẽ và đáng sợ.,
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu Erin nhanh hay đáng sợ, thì Erin nhỏ bé.
Nếu Erin yếu hay tốt, thì Erin rất đẹp.
Nếu Erin già và mạnh mẽ, thì Erin lạnh lùng.
Nếu Erin có màu đỏ, thì Erin tròn.
Nếu Erin nhàm chán và trẻ trung, thì Erin rất nóng bỏng.
Sự thật:,
Erin nhanh và nóng.,
Những điều sau đây có thể được xác định về Erin:”, Erin nhỏ.
“Nếu Dan chậm chạp hoặc thông minh, thì Dan rất buồn.
Nếu Dan xinh đẹp và mềm mại, thì Dan còn trẻ.
Nếu Dan là màu xanh lá cây, thì Dan nhàm chán.
Nếu Dan lớn, thì Dan hạnh phúc.
Nếu Dan có màu tím hoặc tốt, thì Dan nóng.
Sự thật:,
Dan đẹp và chậm chạp.,
Những điều sau đây có thể được xác định về Dan:”, Dan buồn.
“Nếu một bông hồng có màu tím hoặc tốt, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng còn trẻ, thì hoa hồng có màu đỏ.
Nếu một bông hồng đáng sợ hoặc hạnh phúc, thì hoa hồng yếu.
Nếu một bông hồng sạch, thì hoa hồng có màu xanh.
Nếu một bông hồng nhanh, thì hoa hồng rất đẹp.
Sự thật:,
Hoa hồng sạch và có màu tím.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu xanh lá cây và xanh lam.
“Nếu một bông hoa hướng dương đáng sợ, thì hoa hướng dương yếu.
Nếu một bông hoa hướng dương mạnh và xấu, thì hoa hướng dương chậm.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương đã già, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương có màu xanh, thì hoa hướng dương mềm.
Sự thật:,
Hoa hướng dương đáng sợ và chậm chạp.,
Những điều sau đây có thể được xác định về hướng dương:”, Hướng dương yếu.
“Nếu một bông hoa hướng dương tốt hay yếu, thì hoa hướng dương có màu xanh lam.
Nếu một bông hoa hướng dương lạnh, thì hoa hướng dương tròn.
Nếu một bông hoa hướng dương nhanh, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương nhàm chán và đỏ, thì hoa hướng dương còn non.
Nếu một bông hoa hướng dương già hoặc màu tím, thì hướng dương là xấu.
Sự thật:,
Hoa hướng dương yếu và đẹp.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương có màu xanh lam.
“Nếu Alice yếu đuối và đáng sợ, thì Alice có màu xanh lá cây.
Nếu Alice đỏ hoặc nhàm chán, thì Alice sạch sẽ.
Nếu Alice tốt hay lớn, thì Alice tròn trịa.
Nếu Alice nhỏ hoặc nóng, thì Alice còn trẻ.
Nếu Alice đã già, thì Alice hạnh phúc.
Sự thật:,
Alice yếu đuối và đáng sợ.,
Những điều sau đây có thể được xác định về Alice:”, Alice có màu xanh lá cây.
“Nếu một cây anh túc buồn hoặc nóng, thì cây anh túc rất vui.
Nếu một cây anh túc có màu đỏ và nhỏ, thì cây anh túc lớn.
Nếu một cây anh túc còn trẻ, thì cây anh túc yếu.
Nếu một cây anh túc có màu xanh, thì cây anh túc thật đáng sợ.
Nếu một cây anh túc nhàm chán hoặc chậm, thì cây anh túc đã già.
Sự thật:,
Cây anh túc có màu tím và buồn.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc hạnh phúc.
“Nếu một con gấu trúc mạnh mẽ, thì gấu trúc rất nhanh.
Nếu một con gấu trúc nhàm chán và to lớn, thì gấu trúc tròn.
Nếu một con gấu trúc buồn, thì gấu trúc mềm mại.
Nếu một con gấu trúc hạnh phúc, thì gấu trúc sạch sẽ.
Nếu một con gấu trúc chậm và có màu tím, thì gấu trúc rất đẹp.
Sự thật:,
Gấu trúc lạnh và mạnh mẽ.,
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc rất nhanh.
“Nếu một cây bồ công anh nhỏ, thì bồ công anh buồn.
Nếu một cây bồ công anh đẹp, thì bồ công anh rất nhanh.
Nếu bồ công anh có màu đỏ, thì bồ công anh đã già.
Nếu bồ công anh mềm hoặc xấu, thì bồ công anh nóng.
Nếu một cây bồ công anh còn non, thì bồ công anh có màu tím.
Sự thật:,
Bồ công anh yếu và mềm.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh nóng.
“Nếu Carol đỏ, thì Carol nhỏ.
Nếu Carol mềm, thì Carol nóng.
Nếu Carol có màu xanh, thì Carol có màu xanh lá cây.
Nếu Carol nhanh và sạch sẽ, thì Carol mạnh mẽ.
Nếu Carol xấu, thì Carol buồn.
Sự thật:,
Carol mềm và lạnh.,
Những điều sau đây có thể được xác định về Carol:”, Carol nóng.
“Nếu Carol có màu tím, thì Carol mạnh mẽ.
Nếu Carol mềm, thì Carol rất nhanh.
Nếu Carol nhỏ và già, thì Carol hạnh phúc.
Nếu Carol tốt, thì Carol có màu xanh.
Nếu Carol nóng bỏng và đáng sợ, thì Carol thông minh.
Sự thật:,
Carol còn trẻ và tốt.,
Những điều sau đây có thể được xác định về Carol:”, Carol có màu xanh lam.
“Nếu một con hổ mềm, thì con hổ rất mạnh.
Nếu một con hổ sạch sẽ, thì con hổ là thông minh.
Nếu một con hổ còn trẻ hoặc nhỏ, thì con hổ có màu tím.
Nếu một con hổ nhàm chán, thì con hổ tròn.
Nếu một con hổ buồn và già, thì con hổ chậm chạp.
Sự thật:,
Con hổ còn trẻ và xấu.,
Những điều sau đây có thể được xác định về con hổ:”, Con hổ có màu tím.
“Nếu một cây anh túc đáng sợ hoặc nóng, thì cây anh túc rất mạnh.
Nếu một cây anh túc nhàm chán hoặc cũ, thì cây anh túc rất đẹp.
Nếu một cây anh túc có màu tím, thì cây anh túc là thông minh.
Nếu một cây anh túc sạch và nhỏ, thì cây anh túc mềm.
Nếu một cây anh túc nhanh, thì cây anh túc yếu.
Sự thật:,
Cây anh túc nhanh và buồn.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc yếu.
“Nếu Carol có màu tím hoặc xanh lá cây, thì Carol có màu đỏ.
Nếu Carol xanh và trẻ, thì Carol lớn.
Nếu Carol xấu, thì Carol đã già.
Nếu Carol xinh đẹp và sạch sẽ, thì Carol hạnh phúc.
Nếu Carol nóng, thì Carol rất nhanh.
Sự thật:,
Carol có màu xanh lam và xanh lá cây.,
Những điều sau đây có thể được xác định về Carol:”, Carol có màu đỏ.
“Nếu một con bò non hoặc xanh, thì con bò nhỏ.
Nếu một con bò đẹp, thì con bò có màu đỏ.
Nếu một con bò nhàm chán, thì con bò buồn.
Nếu một con bò già và lạnh, thì con bò là tốt.
Nếu một con bò khỏe, thì con bò có màu tím.
Sự thật:,
Con bò đáng sợ và nóng bỏng.,
Những điều sau đây có thể được xác định về con bò:”, Không có gì.
“Nếu một con gấu mạnh, thì con gấu nhỏ.
Nếu một con gấu có màu xanh và thông minh, thì con gấu tròn.
Nếu một con gấu có màu xanh lá cây, thì con gấu buồn.
Nếu một con gấu nóng, thì con gấu là tốt.
Nếu một con gấu có màu tím, thì con gấu còn trẻ.
Sự thật:,
Con gấu nóng và xanh.,
Những điều sau đây có thể được xác định về con gấu:”, Con gấu buồn và tốt.
“Nếu một cây anh túc chậm, thì cây anh túc tròn.
Nếu một cây anh túc nhanh, thì cây anh túc đã già.
Nếu một cây anh túc hạnh phúc, thì cây anh túc là thông minh.
Nếu một cây anh túc mạnh, thì cây anh túc thật đáng sợ.
Nếu một cây anh túc có màu xanh lá cây hoặc đẹp, thì cây anh túc yếu.
Sự thật:,
Cây anh túc nhanh và xanh.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc già và yếu.
“Nếu một con sư tử nóng, thì sư tử còn trẻ.
Nếu một con sư tử nhàm chán, thì sư tử chậm chạp.
Nếu một con sư tử yếu và xanh, thì sư tử nhỏ.
Nếu một con sư tử sạch sẽ, thì sư tử là thông minh.
Nếu một con sư tử có màu tím và to, thì sư tử là tốt.
Sự thật:,
Sư tử tốt và nóng.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử còn trẻ.
“Nếu Dan nhàm chán, thì Dan là màu xanh lá cây.
Nếu Dan nhanh và chậm, thì Dan là tốt.
Nếu Dan còn trẻ, thì Dan mạnh mẽ.
Nếu Dan có màu xanh, thì Dan có màu tím.
Nếu Dan đáng sợ và đỏ, thì Dan đã già.
Sự thật:,
Dan thông minh và màu xanh da trời.,
Những điều sau đây có thể được xác định về Dan:”, Dan có màu tím.
“Nếu một cây anh túc nóng hoặc sạch, thì cây anh túc rất thông minh.
Nếu một cây anh túc còn trẻ, thì cây anh túc đã già.
Nếu một cây anh túc có màu xanh và mạnh, thì cây anh túc là tốt.
Nếu một cây anh túc hạnh phúc, thì cây anh túc nhỏ.
Nếu một cây anh túc chậm và lạnh, thì cây anh túc buồn.
Sự thật:,
Cây anh túc hạnh phúc và mạnh mẽ.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc nhỏ.
“Nếu một con sóc nóng hoặc sạch, thì con sóc là tốt.
Nếu một con sóc có màu tím và xanh, thì con sóc buồn.
Nếu một con sóc thông minh và mềm mại, thì con sóc lớn.
Nếu một con sóc đẹp, thì con sóc có màu xanh lá cây.
Nếu một con sóc già hoặc khỏe, thì sóc lạnh.
Sự thật:,
Con sóc nhỏ và nóng.,
Những điều sau đây có thể được xác định về con sóc:”, Con sóc tốt.
“Nếu một cây bồ công anh yếu hoặc mềm, thì bồ công anh buồn.
Nếu một cây bồ công anh hạnh phúc và to lớn, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh còn non, thì bồ công anh lạnh.
Nếu một cây bồ công anh nhanh và nhàm chán, thì bồ công anh sạch sẽ.
Nếu một cây bồ công anh nóng và nhỏ, thì bồ công anh thật đáng sợ.
Sự thật:,
Bồ công anh nhỏ và sạch sẽ.,
Những điều sau đây có thể được xác định về bồ công anh:”, Không có gì.
“Nếu Erin thông minh, thì Erin rất nhanh.
Nếu Erin xinh đẹp, thì Erin là lớn.
Nếu Erin đỏ, thì Erin yếu.
Nếu Erin già, thì Erin mềm mại.
Nếu Erin mạnh, thì Erin có màu xanh.
Sự thật:,
Erin đỏ và nhanh.,
Những điều sau đây có thể được xác định về Erin:”, Erin yếu.
“Nếu Erin nóng, thì Erin thật tệ.
Nếu Erin mềm mại, thì Erin thật nhàm chán.
Nếu Erin lớn, thì Erin thông minh.
Nếu Erin nhanh hay yếu, thì Erin hạnh phúc.
Nếu Erin có màu tím, thì Erin sạch sẽ.
Sự thật:,
Erin có màu đỏ và mềm mại.,
Những điều sau đây có thể được xác định về Erin:”, Erin thật nhàm chán.
“Nếu một con nhím thông minh, thì con nhím nhỏ.
Nếu một con nhím đẹp, thì con nhím có màu tím.
Nếu một con nhím lớn, thì con nhím có màu xanh lá cây.
Nếu một con nhím lạnh, thì con nhím có màu đỏ.
Nếu một con nhím tốt, thì con nhím rất đáng sợ.
Sự thật:,
Con nhím có màu đỏ và to.,
Những điều sau đây có thể được xác định về con nhím:”, Con nhím có màu xanh lá cây.
“Nếu Frank lạnh lùng hoặc sạch sẽ, thì Frank chậm chạp.
Nếu Frank yếu, thì Frank thông minh.
Nếu Frank lớn hay hạnh phúc, thì Frank tròn.
Nếu Frank còn trẻ, thì Frank buồn.
Nếu Frank có màu đỏ, thì Frank thật nhàm chán.
Sự thật:,
Frank hạnh phúc và mạnh mẽ.,
Những điều sau đây có thể được xác định về Frank:”, Frank tròn.
“Nếu Erin tốt hay tròn, thì Erin có màu tím.
Nếu Erin xanh và hạnh phúc, thì Erin đã già.
Nếu Erin mềm mại và mạnh mẽ, thì Erin là xấu.
Nếu Erin đỏ hoặc trẻ, thì Erin lớn.
Nếu Erin nhỏ hoặc nhanh, thì Erin chậm.
Sự thật:,
Erin nhỏ và màu xanh.,
Những điều sau đây có thể được xác định về Erin:”, Erin chậm chạp.
“Nếu Dan tròn hoặc màu xanh lá cây, thì Dan rất đẹp.
Nếu Dan nhàm chán, thì Dan buồn.
Nếu Dan còn trẻ, thì Dan sạch sẽ.
Nếu Dan thông minh, thì Dan yếu đuối.
Nếu Dan là màu xanh, thì Dan lớn.
Sự thật:,
Dan lạnh và xanh.,
Những điều sau đây có thể được xác định về Dan:”, Dan là lớn.
“Nếu một cây bồ công anh buồn và to, thì bồ công anh tròn.
Nếu một cây bồ công anh có màu đỏ hoặc xanh lá cây, thì bồ công anh rất đáng sợ.
Nếu một cây bồ công anh có màu tím và nhanh, thì bồ công anh còn non.
Nếu một cây bồ công anh đẹp, thì bồ công anh chậm.
Nếu một bồ công anh hạnh phúc hoặc mạnh mẽ, thì bồ công anh là xấu.
Sự thật:,
Bồ công anh có màu đỏ và nhỏ.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh thật đáng sợ.
“Nếu Frank có màu xanh lá cây hoặc già, thì Frank rất hạnh phúc.
Nếu Frank tròn trịa và tốt, thì Frank thật nhàm chán.
Nếu Frank nóng bỏng, thì Frank mạnh mẽ.
Nếu Frank xinh đẹp hay lạnh lùng, thì Frank nhỏ bé.
Nếu Frank còn trẻ, thì Frank sạch sẽ.
Sự thật:,
Frank có màu xanh lá cây và màu xanh lam.,
Những điều sau đây có thể được xác định về Frank:”, Frank rất vui.
“Nếu Alice buồn, thì Alice là người tốt.
Nếu Alice nhanh và già, thì Alice hạnh phúc.
Nếu Alice thông minh và mềm mại, thì Alice to lớn.
Nếu Alice có màu tím, thì Alice rất đẹp.
Nếu Alice yếu hoặc tròn, thì Alice chậm.
Sự thật:,
Alice nhanh và tím.,
Những điều sau đây có thể được xác định về Alice:”, Alice rất đẹp.
“Nếu Carol yếu đuối và hạnh phúc, thì Carol có màu đỏ.
Nếu Carol sạch sẽ, thì Carol thật nhàm chán.
Nếu Carol còn trẻ, thì Carol có màu xanh lá cây.
Nếu Carol nóng hoặc thông minh, thì Carol lạnh.
Nếu Carol có màu xanh, thì Carol đã già.
Sự thật:,
Carol đẹp và tốt.,
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu Carol đẹp hay nóng bỏng, thì Carol có màu đỏ.
Nếu Carol xấu hoặc xanh, thì Carol chậm.
Nếu Carol nhỏ, thì Carol lớn.
Nếu Carol mềm yếu hay thông minh, thì Carol thật đáng sợ.
Nếu Carol có màu tím hoặc tròn, thì Carol đã già.
Sự thật:,
Carol nhàm chán và tròn trịa.,
Những điều sau đây có thể được xác định về Carol:”, Carol đã già.
“Nếu một bông hồng thông minh, thì hoa hồng thật nhàm chán.
Nếu một bông hồng mạnh mẽ, thì hoa hồng hạnh phúc.
Nếu một bông hồng đẹp, thì hoa hồng có màu đỏ.
Nếu một bông hồng đáng sợ và sạch sẽ, thì hoa hồng rất nhanh.
Nếu một bông hồng mềm mại và buồn, thì hoa hồng có màu xanh lá cây.
Sự thật:,
Hoa hồng mạnh mẽ và sạch sẽ.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng hạnh phúc.
“Nếu Erin lạnh, thì Erin có màu tím.
Nếu Erin yếu đuối và buồn bã, thì Erin mềm yếu.
Nếu Erin mạnh hoặc xanh, thì Erin rất nhanh.
Nếu Erin nhỏ, thì Erin còn trẻ.
Nếu Erin sạch sẽ và xấu, thì Erin chậm chạp.
Sự thật:,
Erin xanh và chậm chạp.,
Những điều sau đây có thể được xác định về Erin:”, Không có gì.
“Nếu Bob sạch sẽ, thì Bob còn trẻ.
Nếu Bob đã già, thì Bob thật xinh đẹp.
Nếu Bob nhàm chán, thì Bob tròn trịa.
Nếu Bob lạnh và nóng, thì Bob hạnh phúc.
Nếu Bob mềm hoặc xanh lá cây, thì Bob lớn.
Sự thật:,
Bob già và nhàm chán.,
Những điều sau đây có thể được xác định về Bob:”, Bob xinh đẹp và tròn trịa.
“Nếu một cây bồ công anh xấu, thì bồ công anh còn non.
Nếu một cây bồ công anh có màu tím và mềm, thì bồ công anh hạnh phúc.
Nếu một cây bồ công anh nhỏ và tròn, thì bồ công anh sạch sẽ.
Nếu một cây bồ công anh thông minh, thì bồ công anh yếu.
Nếu bồ công anh lạnh, thì bồ công anh thật nhàm chán.
Sự thật:,
Bồ công anh có màu xanh và thông minh.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh yếu.
“Nếu một con thỏ nóng, thì thỏ là tốt.
Nếu một con thỏ nhanh hoặc tím, thì thỏ đã già.
Nếu một con thỏ đáng sợ, thì con thỏ nhỏ.
Nếu một con thỏ thông minh và xấu, thì thỏ có màu xanh.
Nếu một con thỏ mềm và đỏ, thì thỏ sạch sẽ.
Sự thật:,
Con thỏ có màu đỏ và nhanh.,
Những điều sau đây có thể được xác định về con thỏ:”, Con thỏ đã già.
“Nếu một cây bồ công anh nhanh và mạnh, thì bồ công anh có màu xanh lá cây.
Nếu một cây bồ công anh có màu tím và buồn, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh nóng và nhàm chán, thì bồ công anh là thông minh.
Nếu bồ công anh sạch hoặc mềm, thì bồ công anh có màu đỏ.
Nếu một cây bồ công anh hạnh phúc và trẻ trung, thì bồ công anh nhỏ.
Sự thật:,
Bồ công anh mềm và mạnh mẽ.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh có màu đỏ.
“Nếu Dan chậm chạp và buồn bã, thì Dan lạnh lùng.
Nếu Dan sạch sẽ hoặc mềm mại, thì Dan mạnh mẽ.
Nếu Dan nhàm chán, thì Dan còn trẻ.
Nếu Dan xấu, thì Dan đáng sợ.
Nếu Dan yếu, thì Dan đã già.
Sự thật:,
Dan mềm mại và buồn bã.,
Những điều sau đây có thể được xác định về Dan:”, Dan mạnh mẽ.
“Nếu một con chuột già, thì con chuột thật đáng sợ.
Nếu một con chuột nóng và nhỏ, thì chuột là tốt.
Nếu một con chuột buồn, thì con chuột thông minh.
Nếu một con chuột nhanh, thì chuột lạnh.
Nếu một con chuột yếu, thì chuột là xấu.
Sự thật:,
Chuột tốt và nhanh.,
Những điều sau đây có thể được xác định về chuột:”, Chuột lạnh.
“Nếu Dan mạnh mẽ, thì Dan chậm chạp.
Nếu Dan nhỏ, thì Dan có màu xanh.
Nếu Dan lạnh, thì Dan buồn.
Nếu Dan xấu, thì Dan nhàm chán.
Nếu Dan tốt, thì Dan yếu.
Sự thật:,
Dan đáng sợ và lạnh lùng.,
Những điều sau đây có thể được xác định về Dan:”, Dan buồn.
“Nếu một bông hồng là tốt, thì hoa hồng chậm.
Nếu một bông hồng nhàm chán hoặc đỏ, thì hoa hồng là thông minh.
Nếu một bông hồng xấu và đẹp, thì hoa hồng yếu.
Nếu một bông hồng lạnh và mạnh, thì hoa hồng buồn.
Nếu một bông hồng có màu xanh, thì hoa hồng còn trẻ.
Sự thật:,
Hoa hồng có màu đỏ và nhỏ.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng thông minh.
“Nếu một bồ công anh hạnh phúc, thì bồ công anh yếu.
Nếu bồ công anh lạnh, thì bồ công anh có màu đỏ.
Nếu một cây bồ công anh mềm và mạnh, thì bồ công anh tròn.
Nếu một cây bồ công anh tốt và có màu xanh lá cây, thì bồ công anh thật đáng sợ.
Nếu một cây bồ công anh nhàm chán, thì bồ công anh buồn.
Sự thật:,
Bồ công anh nóng và yếu.,
Những điều sau đây có thể được xác định về bồ công anh:”, Không có gì.
“Nếu Dan buồn, thì Dan là người thông minh.
Nếu Dan nhanh, thì Dan sạch sẽ.
Nếu Dan nóng, thì Dan đẹp.
Nếu Dan nhỏ, thì Dan lớn.
Nếu Dan lạnh, thì Dan có màu đỏ.
Sự thật:,
Dan nóng bỏng và trẻ trung.,
Những điều sau đây có thể được xác định về Dan:”, Dan rất đẹp.
“Nếu một con thỏ đẹp, thì con thỏ hạnh phúc.
Nếu một con thỏ nhanh, thì thỏ sạch sẽ.
Nếu một con thỏ già, thì thỏ có màu tím.
Nếu một con thỏ xấu và nóng, thì thỏ có màu xanh.
Nếu một con thỏ nhỏ và tròn, thì thỏ có màu xanh lá cây.
Sự thật:,
Con thỏ tốt và có màu tím.,
Những điều sau đây có thể được xác định về con thỏ:”, Không có gì.
“Nếu một bông hồng lạnh, thì hoa hồng thật đáng sợ.
Nếu một bông hồng mềm mại và buồn, thì hoa hồng là xấu.
Nếu một bông hồng có màu xanh hoặc nhanh, thì hoa hồng nóng.
Nếu một bông hồng lớn và hạnh phúc, thì hoa hồng sạch sẽ.
Nếu một bông hồng tốt và trẻ, thì hoa hồng là thông minh.
Sự thật:,
Hoa hồng xấu và xanh.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng nóng.
“Nếu một cây anh túc yếu và đẹp, thì cây anh túc buồn.
Nếu một cây anh túc sạch, thì cây anh túc lớn.
Nếu một cây anh túc có màu xanh, thì cây anh túc nóng.
Nếu một cây anh túc hạnh phúc hoặc già, thì cây anh túc có màu tím.
Nếu một cây anh túc đáng sợ, thì cây anh túc lạnh.
Sự thật:,
Cây anh túc buồn và sạch sẽ.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc lớn.
“Nếu Bob có màu tím và to lớn, thì Bob rất mạnh mẽ.
Nếu Bob già hoặc đáng sợ, thì Bob có màu xanh lá cây.
Nếu Bob chậm hoặc tốt, thì Bob lạnh lùng.
Nếu Bob hạnh phúc hay nóng bỏng, thì Bob sạch sẽ.
Nếu Bob buồn và xấu, thì Bob nhỏ bé.
Sự thật:,
Bob thật đáng sợ và chậm chạp.,
Những điều sau đây có thể được xác định về Bob:”, Bob xanh và lạnh.
“Nếu một con gấu trúc chậm, thì gấu trúc rất mạnh.
Nếu một con gấu trúc lạnh và yếu, thì gấu trúc thật đáng sợ.
Nếu một con gấu trúc lớn, thì gấu trúc là tốt.
Nếu một con gấu trúc nhỏ và già, thì gấu trúc có màu tím.
Nếu một con gấu trúc đẹp, thì gấu trúc có màu xanh lá cây.
Sự thật:,
Gấu trúc nhanh và đẹp.,
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc có màu xanh lá cây.
“Nếu một con hươu cao cổ tròn, thì hươu cao cổ thật đáng sợ.
Nếu một con hươu cao cổ nhàm chán hoặc tốt, thì hươu cao cổ đang nóng.
Nếu một con hươu cao cổ già hoặc nhanh, thì hươu cao cổ có màu xanh lá cây.
Nếu một con hươu cao cổ có màu xanh, thì hươu cao cổ lạnh.
Nếu một con hươu cao cổ sạch sẽ hoặc lớn, thì hươu cao cổ là xấu.
Sự thật:,
