source, target
Quy tắc: = Z = Y * X | Z = Y * X | = = Z Y * X | Y = X = Z * | Kết quả: = con dấu = táo * sư tử chim cánh cụt, = Z = Y * X
Quy tắc: Y + + | Y + | Y Y Y + + | + + | + Y | Kết quả: dưa hấu dưa hấu dưa hấu + +, Y Y Y + +
Quy tắc: Y - Y - Y | - Y | Y - | Y - - | Kết quả: cá voi lê - cá voi lê - cá voi lê, Y - Y - Y
Quy tắc: = * = Y X | X = Y = * | = X Y * | Y * = X | Kết quả: = = rắn hổ mang cá voi nho dâu *, = = X Y *
Quy tắc: X = Z * | X * Z = | * = X Z X | Z = * X | Kết quả: * = chuột hải cẩu, * = X Z X
Quy tắc: - - X = | - = X - | = X X X - - | - X = - | Kết quả: = đào đào đào -, = X X X - -
Quy tắc: - Y X - | X X Y - - | - Y - X | X - - Y | Kết quả: chim cánh cụt lê sư tử chim cánh cụt lê - -, X X Y - -
Quy tắc: Y Y Z - * | Z * Y - | * Z - Y | - Z Y * | Kết quả: Kiwi Kiwi cò ngựa - *, Y Y Z - *
Quy tắc: = = Y = X | = = X Y | Y = X = | X = = Y = | Kết quả: = = lê việt quất = trâu nho, = Y = X
Quy tắc: Z X = = | X = Z = | Z X = | X Z = Z | Kết quả: cá mập ngựa lê = = cá mập, X Z = Z
Quy tắc: - + X Z + Y | Z Y - + X + | X + Y + Z - | X Y Z + - + | Kết quả: chuối táo - + lê +, Z Y - + X +
Quy tắc: * * X | * X * | * * X X X | * * X | Kết quả: * * rắn hổ mang voi rắn hổ mang voi rắn hổ mang, * * X X X
Quy tắc: Y = + * Z | = + Y Z * | = + Y Z * | * Z = Z Y + | Kết quả: * blackberry = chim cánh cụt cò blackberry +, * Z = Z Y +
Quy tắc: X * Z - * | * X * - Z | * - X Z * | * Z - * X | Kết quả: cò sư tử * ngựa vằn kiwi - *, X* Z - *
Quy tắc: = * Y Z | Z = * Y | Y Z * = | Y * Z Z = | Kết quả: nho việt quất * rắn hổ mang cá voi rắn hổ mang =, Y * Z Z =
Quy tắc: + + X Y | + + X Y | X + Y + | + X + Y | Kết quả: kiwi + cá mập +, X + Y +
Quy tắc: * X X = | X * = | * X = | X = * | Kết quả: * nho ngựa nho =, * X X =
Quy tắc: Y = Z = X + | X Y + Z = = | = X + Z Y | = X Z = Y + | Kết quả: = = trâu chuối + chim cánh cụt dâu tây, = = X + Z Y
Quy tắc: - Y = Z | Z - = Y | = Z - | Y = Z - | Kết quả: - chim cánh cụt táo = kiwi trâu, - Y = Z
Quy tắc: - Y = Y = | = Y - | Y = - | - Y = | Kết quả: - cò chuột =, - Y = Y =
Quy tắc: - Y = Z | Z = - = Y Z | Y Z = - = | Y - = Z | Kết quả: lê chuột = - = cò lê, Z = - = Y Z
Quy tắc: + + + X Z | + + Z + X | X + + + Z | + + + X Z | Kết quả: + + + apple apple, + + + X Z
Quy tắc: * X = | * X = | X X * X = | X = * | Kết quả: đại bàng nho đại bàng nho * đại bàng nho =, X X * X =
Quy tắc: - = Y Z | Y - Z = | = Y Z Y - | Y - = Z | Kết quả: = đào ngựa vằn đào -, = Y Z Y -
Quy tắc: Z = = | = = Z | Z = | = Z = | Kết quả: sư tử blackberry = sư tử blackberry =, Z = Z =
Quy tắc: + X - Z - | - X Z + - | + - Z - X | - X + Z - | Kết quả: - dưa hấu + cá voi -, - X + Z -
Quy tắc: * * X Y | * X * Y | * Y * X | Y * X * | Kết quả: việt quất việt quất * cá mập blackberry *, Y* X *
Quy tắc: + X X + | X + | X + | + X + | Kết quả: + chuột chuột +, + X X +
Quy tắc: X Y = - Z | X = - Y Z | Z = - Y X | = - X Z Y | Kết quả: = - ngựa cá voi đen kiwi rắn hổ mang, = - X Z Y
Quy tắc: + * Y Z * | + Z * Z Y * | * * Z Y + | * Y Z + * | Kết quả: + cò rắn hổ mang * rắn hổ mang cò đại bàng trâu *, + Z * Z Y *
Quy tắc: + * Y Z * | * + Z Y * | Z Y * * + | * Y + * Z | Kết quả: trâu ngựa * * +, Z Y * * +
Quy tắc: * - - Y Z | Y Z - - * | - - * Z Y | * - - Z Y | Kết quả: - - * blackberry eagle lion, - - * Z Y
Quy tắc: - * X Z + Y | - X * + Z Y | * + - Z Y X | Z + X * Y - | Kết quả: - ngựa vằn * + hải cẩu rắn hổ mang chuối đại bàng, - X * + Z Y
Quy tắc: Z Z * + | * Z + | * + Z | + * Z | Kết quả: chuối chuối * +, Z Z * +
Quy tắc: X + * Z X | * + X Z | Z * X + | + * X Z | Kết quả: chuột kiwi + * táo chuối chuột kiwi, X +* Z X
Quy tắc: - + X * X | - * + X | X * + - | * X - + | Kết quả: - + chuối cá voi * chuối cá voi, - + X * X
Quy tắc: X + * + Z | * X + Z + | Z * + X + | * Z + + X | Kết quả: * hải cẩu kiwi + cá voi blackberry +, * X + Z +
Quy tắc: Z X = Y - | Y Z - = X | = Z - X Y | X - Z Y = | Kết quả: kiwi lê - chuối đào cá voi =, X - Z Y =
Quy tắc: Z - Y + | + - Y Y Z | + - Z Y | Y - + Z | Kết quả: + - sư tử rắn hổ mang, + - Y Y Z
Quy tắc: X * = X | X * = | = X * | * = X | Kết quả: cò * = cò, X * = X
Quy tắc: = X + Z + | + = + X Z | + Z + = X | = + Z + X | Kết quả: = + cá mập cò + sư tử ngựa, = + Z + X
Quy tắc: * X - Y - | X - - * Y | - X * - Y Y | * X Y - - | Kết quả: - kiwi * - cò, - X * - Y Y
Quy tắc: - Z * Y | Y Z - * | Z * Y - | Y Z * - | Kết quả: dưa hấu ngựa sư tử - *, Y Z - *
Quy tắc: X = = - | - X X = = | = X - = | - = X = | Kết quả: - lê lê =, - X X = =
Quy tắc: Y = + * X | + = X Y * | X + Y = X * | * + Y X = | Kết quả: chuột dưa hấu + táo = chuột dưa hấu *, X + Y = X *
Quy tắc: X = Y * | Y * X = | X Y = * | * Y = X X | Kết quả: * rắn hổ mang = kiwi, * Y = X X
Quy tắc: * X + - | + - * X | + * X X - | - X * + | Kết quả: + * sư tử sư tử -, + * X X -
Quy tắc: X * Y - | * Y X - | X X Y - * | - * Y X | Kết quả: chuột chuột việt quất kiwi - *, X X Y - *
Quy tắc: Z - = Y X | X Z = - Y | Z = Y X - | Z X - Y = | Kết quả: táo táo nho - con dấu =, Z X - Y =
Quy tắc: = Z Y = = | = Y = Z = | Y = Z = | Z Y = = | Kết quả: = cá mập đại bàng = =, = Z Y = =
Quy tắc: = + Y Z = X | + = X Y Z = | Y X + Z = = | Y = + Z X | Kết quả: ngựa vằn dâu = = + cá mập cá mập chuối việt quất, Y = + Z X
Quy tắc: * + Y X | + Y * X | + X Y * | X + Y * | Kết quả: + lê * táo, + Y * X
Quy tắc: Y * + X | X + Y * | X +* Y | + Y X * | Kết quả: việt quất + cá voi hải cẩu *, X + Y *
Quy tắc: Y = * X | = Y X * | Y X = * | X * = Y | Kết quả: việt quất * = blackberry, X * = Y
Quy tắc: * * Z - X | X * * Z - | * X * X - Z | - X* * Z | Kết quả: * chim cánh cụt đào * chim cánh cụt đào - chim cánh cụt, * X * X - Z
Quy tắc: X Z + * * | X * Z X * + | X Z + * * | Z * X + * | Kết quả: ngựa trâu * cá voi dưa hấu trâu ngựa * +, X * Z X * +
Quy tắc: - Y Z * | - Z Y * | - Z Y * | Y - Z * | Kết quả: - cò nho chuối *, - Y Z *
Quy tắc: * Y + * | * * + Y | + * Y | * * + Y | Kết quả: + * rắn hổ mang * rắn hổ mang, + * Y * Y
Quy tắc: Z X = + | Z = X + | X Z = X + | + = Z X | Kết quả: chim cánh cụt đại bàng chuối = chuối +, X Z = X +
Quy tắc: X + Z * | * + X Z | + Z * X | X * + Z | Kết quả: cá mập rắn hổ mang * + cá mập việt quất, X * + Z
Quy tắc: * Y * * | * * Y * Y | * * Y | * Y * * | Kết quả: * * dâu tây *, * Y * Y
Quy tắc: + X + - Z | + - X + Z | + + Z - X | + + X - Z | Kết quả: + - táo + chuối, + - X + Z
Quy tắc: * X + = | X = + * | = + * X | X = + * X | Kết quả: kiwi = + * kiwi, X = + * X
Quy tắc: Y * = X + | * + X Y = | X = Y * + | X Y + * = X | Kết quả: cá voi đại bàng + * = đại bàng, X Y + * = X
Quy tắc: Z - = | - Z = | = - Z Z | Z - = | Kết quả: = - táo sư tử táo sư tử táo, = - Z Z
Quy tắc: X - - | - - X | X - | - X X - | Kết quả: - cò -, - X X -
Quy tắc: Y = X = | X = = Y = | = Y = X = | = Y X = | Kết quả: = = con dấu cò sư tử =, = Y X =
Quy tắc: X - Y * | X Y * - | - Y X * | * - X Y X | Kết quả: * - cá voi lê ngựa cò cá voi lê, * - X Y X
Quy tắc: X Y + + - | + Y - + X | X + - + Y | X + - Y + | Kết quả: cò chuột + + -, X Y + -
Quy tắc: - Y X = + Y | Y X - = + | + X - Y = | X Y = - + | Kết quả: - nho dâu đen ngựa vằn = + ngựa vằn, - Y X = + Y
Quy tắc: = Y = * | = Y * = | = * Y Y | = * Y = | Kết quả: = = * chim cánh cụt rắn hổ mang chim cánh cụt rắn hổ mang, = = * Y Y
Quy tắc: X Z Y - * = | Z = - X Y * | Y X Z - * = | Y - Z X * = | Kết quả: cá mập nho - trâu trâu đại bàng ngựa vằn * =, Y - Z X * =
Quy tắc: * X Z Y - | - X Y Z * | X Z - Y * | X Z - Y * | Kết quả: * ngựa vằn ngựa vằn kiwi -, * X Z Y -
Quy tắc: = X = * | = * = X X | = * X = | X = * = | Kết quả: = * = dâu tây, = * = X X
Quy tắc: Y * X - - | - X * - Y | * - Y - X | X Y - - * X | Kết quả: kiwi blackberry - - * kiwi, X Y - - * X
Quy tắc: X - * - | - - X * | - X - X * | - - X * | Kết quả: - ngựa vằn dâu tây - ngựa vằn dâu tây *, - X - X *
Quy tắc: * + + X Y | * + Y X + Y | X + Y * | + Y X * + | Kết quả: * + rắn hổ mang táo + rắn hổ mang táo, * + Y X + Y
Quy tắc: X * * Y - | Y * X * - | Y - Y * X * | * * - X Y | Kết quả: con dấu chuột - con dấu chuột * đào *, Y - Y * X * *
Quy tắc: - - Z + | Z - + - | + Z - - Z | - + - Z | Kết quả: + dâu tây - - dâu tây, + Z - - Z
Quy tắc: Y - + + Z | + + Y Z - | + - Y Z + | Z + - Y | Kết quả: apple - + rat apple, Y - + Z
Quy tắc: - X Z = | Z = - X | X = Z - | Z X - = | Kết quả: rắn hổ mang = - đại bàng cá mập, Z = - X
Quy tắc: * X + Z Y | Z * Y + X | Y X Z * + | + Z Y * X | Kết quả: dâu tây * ngựa vằn + trâu ngựa vằn, Z * Y + X
Quy tắc: X Y - + = | - = Y X + | Y = Y + X - | Y - + X = | Kết quả: lê ngựa = lê ngựa + cò sư tử -, Y = Y + X -
Quy tắc: * Y + Y * | * Y + * | + * Y * | * + * Y | Kết quả: * sư tử đại bàng + sư tử đại bàng *, * Y + Y *
Quy tắc: Z + Z + + | Z + + | + + Z + | + Z + | + Z + | Kết quả: lê + + +, Z + Z + +
Quy tắc: = = - Z | = Z Z - = | Z = - = | = Z = - | Kết quả: = dâu tây - =, = Z Z - =
Quy tắc: * Z X - | X - * Z X | * - Z X | - * X Z | Kết quả: rắn hổ mang kiwi - * kiwi rắn hổ mang kiwi, X - * Z X
Quy tắc: X Z * - X | Z * - X | - X * Z | - X * Z | Kết quả: lê ngựa vằn việt quất trâu * - ngựa vằn lê, X Z * - X
Quy tắc: Z X = - Y | Y = X Z - | = - X Z Y | Z X Y = - | Kết quả: = - con dấu cá mập táo chuối, = - X Z Y
Quy tắc: + Z * * | * Z + * | Z * * Z + | * * Z + | Kết quả: lê dâu đen * * lê dâu đen +, Z * * Z +
Quy tắc: Z - + X | X Z + - | + X Z - | - Z X + | Kết quả: - táo việt quất dưa hấu +, - Z X +
Quy tắc: * = X Y | * X Y = | * = Y X | Y X * = | Kết quả: * = chim cánh cụt ngựa việt quất, * = X Y
Quy tắc: = * Y | * Y = | Y * = Y | = Y * | Kết quả: kiwi * = kiwi, Y * = Y
Quy tắc: Y - - = Y | = - Y - | = Y - | - = Y - | Kết quả: ngựa vằn đại bàng - - = ngựa vằn đại bàng, Y - - = Y
Quy tắc: * X = | X X = * X | = X * | * X = | Kết quả: con dấu con dấu = * con dấu, X X = * X
Quy tắc: * = X | X X * = | * X = | = * X | Kết quả: ngựa vằn vằn * =, X X * =
Quy tắc: Y X * Z + * | Y Z * * + X | X * Y * Z + | X * Y + * Z | Kết quả: rắn hổ mang chuột dưa hấu đào * dưa hấu + *, Y X * Z + *
Quy tắc: - * Y | Y - * | * Y - | Y * Y - | Kết quả: lê đào * lê đào -, Y * Y -
Quy tắc: Y - Z - = | Z Y = - - | Z - = Y - | - = Z Y | Kết quả: con dấu - = cò chuột -, Z - = Y -
Quy tắc: X Z = - + | = X + Z - | Z - = X + | Z = X X - + | Kết quả: dưa hấu = đào chuối chuối đào chuối - +, Z = X X - +
Quy tắc: + + = Z Y | + Z + Y = | + Z = Y + | Z = Y + + | Kết quả: + + = trâu dâu ngựa vằn, + = Z Y
Quy tắc: + X Y * | * X + X Y | Y * X + | X Y * + | Kết quả: * lê việt quất + cá voi việt quất lê, * X + X Y
Quy tắc: * = Y = Z | Z * = Y = | * Z = Y = | = Z Y * = | Kết quả: = rắn hổ mang ngựa vằn * =, = Z Y * =
Quy tắc: Y X + * | X + Y * | * + X Y | Y * + X | Kết quả: chim cánh cụt chuột nho + *, Y X + *
Quy tắc: + * Y X | * Y X + | X Y + * | Y + * X | Kết quả: + * kiwi ngựa đại bàng, + * Y X
Quy tắc: - Y Y - Y - | - Y - | Y - - - Y | Kết quả: - rắn hổ mang đào rắn hổ mang đào - rắn hổ mang đào -, - Y - Y - Y - Y -
Quy tắc: - Z Y - - | Y - - - Z Z | - Y - Z - | - Z - Y | Kết quả: đào - - - nho, Y - - - Z Z
Quy tắc: Y X - + | + - X Y | X - + Y | - X Y + | Kết quả: - dâu đen trâu +, - X Y +
Quy tắc: X * - Y Z | Z * - X Y | X Z * Y - | Y * Z X - | Kết quả: blackberry * - sư tử đại bàng việt quất, X * - Y Z
Quy tắc: X = = Z | = Z X = | Z = X = | Z = X = | Kết quả: sư tử cò = chuối =, Z = X =
Quy tắc: Y + * Z | Y * Z + | * Z Y + | + Z * Y | Kết quả: táo cò * nho +, Y * Z +
Quy tắc: X Y * + = Z | + * Z Y = X | X Y * Z + = | Z X * + = Y | Kết quả: cá voi kiwi * + = cò blackberry, X Y * + = Z
Quy tắc: * Z = Y | Y Z = Y * | * = Y Z | Z * = Y | Kết quả: con dấu sư tử kiwi chuột = con dấu sư tử *, Y Z = Y *
Quy tắc: Z * + * | * Z * + | * * Z + | * + Z Z * | Kết quả: * + con dấu nho con dấu *, * + Z Z *
Quy tắc: = - X Z | Z - X = | X Z = - | Z X - = | Kết quả: sư tử lê ngựa = -, X Z = -
Quy tắc: + Y X * Z | X +* Y Z | Y X * + Z | + X Z * Y | Kết quả: chuột cá mập * + con dấu táo, Y X* + Z
Quy tắc: = Y + Z | Z Y Y = + | = Z Y + | + Z Y = | Kết quả: chim cánh cụt dâu ngựa ngựa = +, Z Y Y = +
Quy tắc: Y X + * + | + * + X Y | Y * X + | + + Y * X | Kết quả: cá mập cò + * +, Y X + * +
Quy tắc: Y + Z + * | * Y + Z | Z + Y * + | Y + Z + * | Kết quả: ngựa+con dấu ngựa * +, Z + Y * +
Quy tắc: + X + Z = | = + Z X + | + + = X Z | = + Z + X | Kết quả: + + = nho sư tử, + = X Z
Quy tắc: + Y X - * | * - X Y + | - Y * + X | Y * X - + | Kết quả: cá voi * đại bàng - +, Y * X - +
Quy tắc: X Y - * * | - Y * * X | X Y - * X | * - Y * X | Kết quả: dâu tây nho dưa hấu - * * nho dâu, X Y - * X
Quy tắc: X Z = + | X + Z = | X Z = + | Z X + = | Kết quả: ngựa vằn cá mập ngựa vằn = +, X Z = +
Quy tắc: + X + Y | + Y + X | Y X + Y + | + Y + X | Kết quả: sư tử trâu đào + trâu đào +, Y X + Y +
Quy tắc: * - Y X | - X * Y | Y - * X | * Y X - X | Kết quả: * lê rắn hổ mang ngựa vằn - ngựa vằn rắn hổ mang, * Y X - X
Quy tắc: Z + - Y X | Y X Z - + | + Z - Y X | + - Z Y X | Kết quả: + - con dấu ngựa vằn lê sư tử táo, + - Z Y X
Quy tắc: = * - X | = X * - | - * = X | X = * X - | Kết quả: lê = * lê -, X = * X -
Quy tắc: * Y * | * Y * | * Y * Y | * Y | Kết quả: * cò chuối * cò chuối, * Y * Y
Quy tắc: X Z = - | - = X Z | - = Z X | - X = Z Z | Kết quả: - sư tử đào = chuột, - X = Z Z
Quy tắc: Y + - Z X * | * - X + Y Z | - X * + Z Y | X + Y - * Z | Kết quả: * - sư tử ngựa + trâu cá mập, * - X + Y Z
Quy tắc: - - Z | Z - - Z | Z - - | - - Z | Kết quả: kiwi sư tử - - sư tử kiwi, Z - - Z
Quy tắc: Z Y + + Z | Y + Z + | Y Z + | + Y + Z | Kết quả: cò chuột cá voi + + cá voi, Z Y + + Z
Quy tắc: * X = = | X * = | = = * X X X | = X * = | Kết quả: = = * nho dưa hấu nho dưa hấu nho dưa hấu, = * X X X
Quy tắc: Z X * Y + = | = + X Y Z * | * X + Z Y = | * Y = + Z X | Kết quả: = + con dấu chim cánh cụt đen cá voi sư tử *, = + X Y Z *
Quy tắc: = Z + X | X = + Z | = + X Z | X + Z = | Kết quả: = + sư tử dưa hấu lê, = + X Z
Quy tắc: X - - - - Y | - X Y - | - - X Y | X Y - - - | Kết quả: lê việt quất - - - chuột đại bàng, X - - - Y
Quy tắc: - + X | - + X X | - + X | + X - | Kết quả: - + chuối chuối, - + X X
Quy tắc: * Y + - Z | + - Z Y * | + - Y Y * Z | Y * Z + - | Kết quả: + - cá voi kiwi cá voi kiwi kiwi * chuột việt quất, + - Y Y * Z
Quy tắc: - = Y = | = Y - | - Y = Y | Y = - | Kết quả: - táo chuột = = chuột táo táo, - Y = Y
Quy tắc: + Z * X | Z X +* Z | * X Z + | * + Z X | Kết quả: con dấu rắn hổ mang chuột + * con dấu, Z X +* Z
Quy tắc: + Z Z - Y | Z Y + - | - Y Z + | - Y Z + | Kết quả: + đại bàng đại bàng - dâu tây việt quất, + Z Z - Y
Quy tắc: Y Y * X * * | * X * Y * | * Y * X * | * X Y * * | Kết quả: đại bàng đại bàng * con dấu táo *, Y Y * X * * *
Quy tắc: Y Y + Y - | - Y + | Y - + | + Y - | Kết quả: con dấu rắn hổ mang +con dấu rắn hổ mang -, Y Y + Y -
Quy tắc: + Y = X | X = + Y | Y = X + | Y + = X Y | Kết quả: hải cẩu chim cánh cụt + = hải cẩu chim cánh cụt trâu cá mập, Y + = X Y
Quy tắc: Z = Y = | = Z = Y | Y Y Z = | Z = Y = | Kết quả: cò cò việt quất ngựa vằn = =, Y Y Z = =
Quy tắc: X Z * + = | * X = Z + | + Z = * X | * Z X + = X | Kết quả: * Kiwi cò lê + = cò lê, * Z X + = X
Quy tắc: X * Y - | Y * - X | - Y X | * - Y X | Kết quả: cá voi nho * đại bàng -, X * Y -
Quy tắc: X + Y * | Y + X * | * X + Y | Y * X + | Kết quả: sư tử sư tử + trâu *, X + Y *
Quy tắc: Z X * Y * | * Y * X Z | * Y * Z X | Y X * Z * | Kết quả: táo chim cánh cụt dâu tây * sư tử ngựa vằn *, Y X* Z *
Quy tắc: Y - = Z * | = Z * - Y Y | Z - * Y = | * Y - Z = | Kết quả: = lê * - blackberry blackberry, = Z * - Y Y
Quy tắc: + + X - Z | + + - X Z | + X + - Z | X Z X + - + | Kết quả: dưa hấu cá mập chim cánh cụt dưa hấu + - +, X Z X + - +
Quy tắc: + X Y - | - Y + X | Y X - + | X + - Y X | Kết quả: đại bàng + - rắn hổ mang blackberry eagle, X + - Y X
Quy tắc: + - X + Z | Z + - + X | Z + + - X | Z + - + X | Kết quả: + - nho + việt quất, + - X + Z
Quy tắc: = Y + X Z = | Y Z = X + = | Z + = Y = X | Y Z X = + = | Kết quả: cò chuối đại bàng = dâu tây + =, Y Z = X + =
Quy tắc: - Y X = * | - X = Y * | * = X Y - | X Y - * = | Kết quả: * = sư tử chim cánh cụt nho -, * = X Y -
Quy tắc: X - Y * | - X * Y | Y * X - | * X Y - | Kết quả: cò ngựa * con dấu cò -, Y * X -
Quy tắc: - - Y * | Y * - - | - Y * Y | * - Y - | Kết quả: - - cá voi * cá voi, - - Y * Y
Quy tắc: * + Y | * + Y | Y + * Y | + Y * | Kết quả: nho + * nho, Y +* Y
Quy tắc: * Z = X = | Z = * X = | = * = X Z | * X = Z | Kết quả: = * = sư tử blackberry eagle, = * = X Z
Quy tắc: = = + Z | + Z = | + = = Z | Z Z + = = | Kết quả: dâu tây + = =, Z Z + = =
Quy tắc: - X - * Z | X Z - * Z - | - Z X - * | X * - - Z | Kết quả: cò chim cánh cụt nho - * nho -, X Z - * Z -
Quy tắc: Z = + Y | Z Y + = | Z + Y = Y | = Y + Z | Kết quả: chuột + cá voi lê = cá voi lê, Z + Y = Y
Quy tắc: - * + Y | + * - Y | * Y + - | Y Y * Y + - | Kết quả: lê lê * lê + -, Y Y * Y + -
Quy tắc: + * = Y X | + X Y * = | + = * Y X | Y X * = + | Kết quả: + * = con dấu dưa hấu, + * = Y X
Quy tắc: Z - X = = | = Z = - X | - = X = Z | X = - Z | Kết quả: - = ngựa vằn = dưa hấu nho, - = X = Z
Quy tắc: = + Y + | + Y = + | + + = Y | Y + Y = + | Kết quả: dưa hấu + dưa hấu = +, Y + Y = +
Quy tắc: X * = Y X | = X Y * | X * = Y | Y = * X | Kết quả: rắn hổ mang chim cánh cụt * = rắn hổ mang chim cánh cụt ngựa, X * = Y X
Quy tắc: - - Y X | Y X - - | X - - Y | X Y - - | Kết quả: ngựa - - cá voi, X - - Y
Quy tắc: * + = Z X | X Z * = + | Z * X + = | = Z * + X | Kết quả: chuối * chim cánh cụt chuối + =, Z * X + =
Quy tắc: X X - * Y = | X * - Y = | X Y = * - | - Y X * = | Kết quả: kiwi kiwi - * ngựa việt quất =, X X - * Y =
Quy tắc: X - - Z | Z - - X | X - - X Z | - Z - X | Kết quả: đào - - chim cánh cụt đào, X - - X Z
Quy tắc: - Z * X + | - Z * + X | + Z - X * | X * - Z + | Kết quả: cá voi * - đào dâu đen +, X * - Z +
Quy tắc: Y + + - X | X + - X Y + | + Y X - + | + Y X - + | Kết quả: đại bàng ngựa + - dưa hấu đại bàng ngựa +, X + - X Y +
Quy tắc: - Y Z = X | Y X Z = - | Z - = X Y | X Z - = Y | Kết quả: - rắn hổ mang nho đại bàng = nho đại bàng, - Y Z = X
Quy tắc: Y - + X | X + Y - | - Y + Y X | + - X Y | Kết quả: - cá voi đen + chuột rắn hổ mang cá voi đen, - Y + Y X
Quy tắc: Y + Z X = | Y X Z = + | Y + = Z X | Y = + Z X | Kết quả: chim cánh cụt cò + = cá mập kiwi dâu đen táo, Y + = Z X
Quy tắc: - * X Z - | X * - - Z | X X Z * - - | X * Z - - | Kết quả: đào việt quất đào * - -, X X Z * - -
Quy tắc: * X - X * | * - X * | X - * * | * - X | Kết quả: * trâu trâu - trâu trâu *, * X - X *
Quy tắc: - X Z Z + | Z + - X | X + Z - | + X - Z | Kết quả: - cò ngựa sư tử cò sư tử +, - X Z Z +
Quy tắc: Z = Y * X | Y X Z * = | = Y X * Z | Y X * = Z | Kết quả: = dưa hấu lê dâu đen * dâu tây, = Y X * Z
Quy tắc: - - Y * X | * X - Y - | X - Y * - | - - * X Y | Kết quả: nho việt quất - cá mập chim cánh cụt * -, X - Y * -
Quy tắc: Y = = X | = X = Y | = X Y = | = Y = X | Kết quả: = con dấu blackberry = dâu tây, = X = Y
Quy tắc: = X - - Z | Z - X - = | X = Z - - | - X = Z - | Kết quả: dưa hấu ngựa - ngựa - =, Z - X - =
Quy tắc: * Y * X - | - * * Y X | - X Y * * | * X - * Y X | Kết quả: * rắn hổ mang đại bàng - * rắn hổ mang đại bàng sư tử nho, * X - * Y X
Quy tắc: Y = + * X | + Y X = * | X Y X + = * | X + Y * = | Kết quả: chuột cánh cụt rắn hổ mang + = *, X Y X + = *
Quy tắc: Z Y = + | + Y Z = | = Y Z + | = Y Y + Z | Kết quả: = trâu trâu + chuột, = Y Y + Z
Quy tắc: Y * + * Z | Y Z * + * Y | Y * + Z * | * * Z Y + | Kết quả: chim cánh cụt dâu rắn hổ mang * + * rắn hổ mang dâu tây, Y Z * + * Y
Quy tắc: - Z = Z Y | Y Z - = | = Y - Z | = Z Y - | Kết quả: - blackberry = dâu đen việt quất, - Z = Z Y
Quy tắc: X Y + + + | Y + X + | + Y X + | + Y + + | + Y + X + | Kết quả: + chuối dưa hấu lê + +, + Y X + +
Quy tắc: + X * * Y | Y + X * * | + * X Y * | X * + * X Y | Kết quả: trâu kiwi * + * kiwi trâu táo nho, X * + * X Y
Quy tắc: Z - * = | = Z Z - * | = * - Z | = * Z - | Kết quả: = chuối việt quất chuối việt quất - *, = Z Z - *
Quy tắc: X +* * Z | * + X Z * | * + Z * X | * Z * X + | Kết quả: * + nho* táo, * + Z * X
Quy tắc: + Z + X X | Z + + X | Z + X + | Z + X + | Kết quả: + chim cánh cụt cá voi + trâu trâu, + Z + X X
Quy tắc: Y * - X | Y - X * | - Y * X | X Y - * | Kết quả: chim cánh cụt trâu lê - *, X Y - *
Quy tắc: * + * Y Z | + * * Z Y | * + * Z Y | * Z + Z Y * | Kết quả: * việt quất + rắn hổ mang việt quất *, * Z + Z Y *
Quy tắc: Z Z = + + | + + = Z | + Z = + | + = Z + | Kết quả: táo dưa hấu táo dưa hấu = +, Z = + +
Quy tắc: + = Y Y | + Y = | Y = + | + = Y | Kết quả: + = rắn hổ mang dâu tây rắn hổ mang dâu tây, + = Y Y
Quy tắc: Y + * X Z * | * Z * X Y + | * * + Z X Y | Z + * Y X * | Kết quả: dâu tây + * việt quất đào chuối *, Z +* Y X *
Quy tắc: Z Y X - - | - X Y - Z | - - X Y Z | Y X - - Z | Kết quả: - - - cá mập ngựa vằn chuối chuối, - - X Y Z
Quy tắc: Z = + | + = Z | + = Z | = + Z | Kết quả: + = nho, + = Z Z
Quy tắc: - Y Z = | - Z Y = | Z = Y - | Z = Y - | Kết quả: - rắn hổ mang kiwi =, - Y Z =
Quy tắc: X = - | - = X | = X - X | = - X | Kết quả: = táo - táo, = X - X
Quy tắc: - Y = X * | * Y X - X = | - * Y = X | X * Y = - | Kết quả: * đại bàng hải cẩu cá voi - đại bàng hải cẩu =, * Y X - X =
Quy tắc: = * Y Z | = Z * Y | = Z * Y | Y Z * = | Kết quả: = lê * ngựa vằn, = Z * Y
Quy tắc: * + Z + Y X | + X * Z + Y | X + * Y Z + | + Y + Z X * | Kết quả: * + sư tử lê + con dấu chim cánh cụt, * + Z + Y X
Quy tắc: X * - Y | X X - Y * | Y - * X | - * X Y | Kết quả: việt quất việt quất - việt quất *, X X - Y *
Quy tắc: Y + X = + | = Y + + Y X | X + + Y = | = Y + X | Kết quả: = con dấu + + con dấu ngựa, = Y + Y X
Quy tắc: + Y * X | + X * Y X | * X + Y | + Y X * | Kết quả: + cò * việt quất, + X * Y X
Quy tắc: Z = Y X = | = X Y = Z | Z Y X = | Y X = Z | Kết quả: ngựa = chim cánh cụt đào sư tử =, Z = Y X =
Quy tắc: * + Y - | + Y * - | * + - Y | Y + - Y * | Kết quả: dưa hấu cá mập + - dưa hấu cá mập dưa hấu cá mập dưa hấu *, Y + - Y *
Quy tắc: Z + + + Y Z | + + Y + Z | + Y + Z | + Y Z + | Kết quả: cò + + + cò táo chuột, Z + + Y Z
Quy tắc: - + Y * | + * Y - | + Y * - | Y Y + - * | Kết quả: cá mập cá mập + - *, Y Y + - *
