source,target
"Rules: * Y - * X Z | Substitutions: X by "" shark "" , Y by "" stork "" , Z by "" stork """,* stork - * shark stork
"Rules: Y = Y * | Substitutions: Y by "" apple kiwi """,apple kiwi = apple kiwi *
"Rules: X * Z Z = | Substitutions: X by "" rat "" , Z by "" stork """,rat * stork stork =
"Rules: = X = * Z Y | Substitutions: X by "" grape grape "" , Y by "" apple "" , Z by "" grape """,= grape grape = * grape apple
"Rules: = Y - + Z Z | Substitutions: Y by "" zebra kiwi "" , Z by "" stork buffalo """,= zebra kiwi - + stork buffalo stork buffalo
"Rules: + + X X | Substitutions: X by "" zebra kiwi """,+ + zebra kiwi zebra kiwi
"Rules: Z = - X | Substitutions: X by "" banana banana "" , Z by "" blueberry horse """,blueberry horse = - banana banana
"Rules: Y Z * + - X | Substitutions: X by "" pear "" , Y by "" banana "" , Z by "" cobra horse """,banana cobra horse * + - pear
"Rules: X = X = Z = | Substitutions: X by "" pear "" , Z by "" grape """,pear = pear = grape =
"Rules: + * - Z Y | Substitutions: Y by "" cobra "" , Z by "" watermelon """,+ * - watermelon cobra
"Rules: Y Y - * + | Substitutions: Y by "" kiwi """,kiwi kiwi - * +
"Rules: Y Y - * | Substitutions: Y by "" shark horse """,shark horse shark horse - *
"Rules: + + Z Y Y | Substitutions: Y by "" eagle "" , Z by "" grape zebra """,+ + grape zebra eagle eagle
"Rules: = Z * + Z | Substitutions: Z by "" eagle """,= eagle * + eagle
"Rules: = * Z = Z Y | Substitutions: Y by "" shark peach "" , Z by "" eagle blackberry """,= * eagle blackberry = eagle blackberry shark peach
"Rules: X + + X | Substitutions: X by "" lion apple """,lion apple + + lion apple
"Rules: * + Y Z | Substitutions: Y by "" blackberry seal "" , Z by "" stork """,* + blackberry seal stork
"Rules: Y X * Z - | Substitutions: X by "" seal banana "" , Y by "" buffalo "" , Z by "" shark """,buffalo seal banana * shark -
"Rules: Z Y * Z + | Substitutions: Y by "" strawberry "" , Z by "" whale """,whale strawberry * whale +
"Rules: = X Y Z - | Substitutions: X by "" lion "" , Y by "" banana buffalo "" , Z by "" eagle blackberry """,= lion banana buffalo eagle blackberry -
"Rules: + Y Z Z + = | Substitutions: Y by "" seal "" , Z by "" watermelon """,+ seal watermelon watermelon + =
"Rules: X = Y = | Substitutions: X by "" eagle "" , Y by "" rat lion """,eagle = rat lion =
"Rules: = Z + Z * | Substitutions: Z by "" blueberry penguin """,= blueberry penguin + blueberry penguin *
"Rules: Z = Y = * | Substitutions: Y by "" lion "" , Z by "" cobra pear """,cobra pear = lion = *
"Rules: Z X * = | Substitutions: X by "" banana "" , Z by "" banana horse """,banana horse banana * =
"Rules: - Y - = X | Substitutions: X by "" cobra grape "" , Y by "" cobra """,- cobra - = cobra grape
"Rules: - X X + - | Substitutions: X by "" grape """,- grape grape + -
"Rules: X + Z * Z - | Substitutions: X by "" stork "" , Z by "" lion """,stork + lion * lion -
"Rules: - X X + X = | Substitutions: X by "" lion """,- lion lion + lion =
"Rules: + Z X - * Z | Substitutions: X by "" rat "" , Z by "" stork pear """,+ stork pear rat - * stork pear
"Rules: = + * Z Y | Substitutions: Y by "" seal peach "" , Z by "" watermelon banana """,= + * watermelon banana seal peach
"Rules: X - Z * | Substitutions: X by "" rat "" , Z by "" penguin """,rat - penguin *
"Rules: Z X X - - | Substitutions: X by "" grape "" , Z by "" penguin """,penguin grape grape - -
"Rules: Z * + X - Y | Substitutions: X by "" pear "" , Y by "" seal "" , Z by "" eagle """,eagle * + pear - seal
"Rules: + X Y - = Y | Substitutions: X by "" peach "" , Y by "" eagle stork """,+ peach eagle stork - = eagle stork
"Rules: Y - - Z | Substitutions: Y by "" banana "" , Z by "" horse """,banana - - horse
"Rules: X - X - | Substitutions: X by "" penguin peach """,penguin peach - penguin peach -
"Rules: X X Y * + | Substitutions: X by "" stork cobra "" , Y by "" peach """,stork cobra stork cobra peach * +
"Rules: X Y - + Z | Substitutions: X by "" seal "" , Y by "" apple blueberry "" , Z by "" whale """,seal apple blueberry - + whale
"Rules: = = - Y Z | Substitutions: Y by "" peach grape "" , Z by "" lion """,= = - peach grape lion
"Rules: X - = X * Z | Substitutions: X by "" horse banana "" , Z by "" whale kiwi """,horse banana - = horse banana * whale kiwi
"Rules: Z * = Z | Substitutions: Z by "" watermelon """,watermelon * = watermelon
"Rules: Z Y + = Z + | Substitutions: Y by "" kiwi cobra "" , Z by "" whale eagle """,whale eagle kiwi cobra + = whale eagle +
"Rules: X - + Y - | Substitutions: X by "" stork "" , Y by "" kiwi shark """,stork - + kiwi shark -
"Rules: - Y Z - X | Substitutions: X by "" eagle cobra "" , Y by "" zebra "" , Z by "" banana penguin """,- zebra banana penguin - eagle cobra
"Rules: Y X - + - | Substitutions: X by "" shark "" , Y by "" rat strawberry """,rat strawberry shark - + -
"Rules: Y X * * | Substitutions: X by "" blueberry rat "" , Y by "" shark """,shark blueberry rat * *
"Rules: * X Z - - | Substitutions: X by "" peach "" , Z by "" lion banana """,* peach lion banana - -
"Rules: Z Y Z - = | Substitutions: Y by "" cobra "" , Z by "" kiwi strawberry """,kiwi strawberry cobra kiwi strawberry - =
"Rules: = Z = X = | Substitutions: X by "" strawberry "" , Z by "" strawberry watermelon """,= strawberry watermelon = strawberry =
"Rules: X X Y - * | Substitutions: X by "" zebra "" , Y by "" peach """,zebra zebra peach - *
"Rules: X Y Y * + | Substitutions: X by "" peach "" , Y by "" horse seal """,peach horse seal horse seal * +
"Rules: * * Y Z | Substitutions: Y by "" whale seal "" , Z by "" seal pear """,* * whale seal seal pear
"Rules: * * * Y X | Substitutions: X by "" pear stork "" , Y by "" apple """,* * * apple pear stork
"Rules: Y X = Y - = | Substitutions: X by "" cobra "" , Y by "" zebra """,zebra cobra = zebra - =
"Rules: * + - X Y | Substitutions: X by "" buffalo "" , Y by "" blackberry strawberry """,* + - buffalo blackberry strawberry
"Rules: - Z + Z X | Substitutions: X by "" blackberry stork "" , Z by "" pear """,- pear + pear blackberry stork
"Rules: - = Z + Z | Substitutions: Z by "" kiwi """,- = kiwi + kiwi
"Rules: * - Y X | Substitutions: X by "" stork "" , Y by "" cobra """,* - cobra stork
"Rules: * Z Y = Z | Substitutions: Y by "" kiwi "" , Z by "" seal cobra """,* seal cobra kiwi = seal cobra
"Rules: - Y + X * | Substitutions: X by "" pear apple "" , Y by "" rat buffalo """,- rat buffalo + pear apple *
"Rules: = Z Y + | Substitutions: Y by "" whale "" , Z by "" peach """,= peach whale +
"Rules: * = Y X | Substitutions: X by "" strawberry penguin "" , Y by "" horse """,* = horse strawberry penguin
"Rules: = X - Y X * | Substitutions: X by "" seal "" , Y by "" horse """,= seal - horse seal *
"Rules: Z * = = Z X | Substitutions: X by "" cobra seal "" , Z by "" rat """,rat * = = rat cobra seal
"Rules: Z + * Y | Substitutions: Y by "" pear zebra "" , Z by "" seal """,seal + * pear zebra
"Rules: X Z + * | Substitutions: X by "" pear banana "" , Z by "" penguin banana """,pear banana penguin banana + *
"Rules: - + X + X | Substitutions: X by "" watermelon stork """,- + watermelon stork + watermelon stork
"Rules: Z + Y X - | Substitutions: X by "" grape "" , Y by "" peach "" , Z by "" pear banana """,pear banana + peach grape -
"Rules: X = * Y * | Substitutions: X by "" watermelon blackberry "" , Y by "" apple stork """,watermelon blackberry = * apple stork *
"Rules: Z Z = = | Substitutions: Z by "" watermelon rat """,watermelon rat watermelon rat = =
"Rules: X - * X + X | Substitutions: X by "" shark peach """,shark peach - * shark peach + shark peach
"Rules: Y X - * + Z | Substitutions: X by "" banana "" , Y by "" blueberry "" , Z by "" lion lion """,blueberry banana - * + lion lion
"Rules: * - Y Z = X | Substitutions: X by "" blackberry zebra "" , Y by "" buffalo "" , Z by "" zebra """,* - buffalo zebra = blackberry zebra
"Rules: * Z + Y = | Substitutions: Y by "" grape pear "" , Z by "" strawberry blackberry """,* strawberry blackberry + grape pear =
"Rules: = Z * Z * | Substitutions: Z by "" blueberry """,= blueberry * blueberry *
"Rules: Z - X Y + | Substitutions: X by "" seal banana "" , Y by "" rat shark "" , Z by "" pear """,pear - seal banana rat shark +
"Rules: Z Z + = = | Substitutions: Z by "" apple """,apple apple + = =
"Rules: X Z + = = Z | Substitutions: X by "" kiwi "" , Z by "" cobra """,kiwi cobra + = = cobra
"Rules: - Y + Y = | Substitutions: Y by "" apple blueberry """,- apple blueberry + apple blueberry =
"Rules: * Y Y Z = * | Substitutions: Y by "" lion penguin "" , Z by "" penguin peach """,* lion penguin lion penguin penguin peach = *
"Rules: Y X - Z = * | Substitutions: X by "" seal "" , Y by "" stork kiwi "" , Z by "" pear """,stork kiwi seal - pear = *
"Rules: Y Z = Y = - | Substitutions: Y by "" horse eagle "" , Z by "" apple pear """,horse eagle apple pear = horse eagle = -
"Rules: X + * Y Z = | Substitutions: X by "" whale pear "" , Y by "" eagle blueberry "" , Z by "" rat """,whale pear + * eagle blueberry rat =
"Rules: = - Z + Z X | Substitutions: X by "" rat shark "" , Z by "" rat rat """,= - rat rat + rat rat rat shark
"Rules: X * + Y Z | Substitutions: X by "" lion stork "" , Y by "" blackberry seal "" , Z by "" lion kiwi """,lion stork * + blackberry seal lion kiwi
"Rules: Z - Z * = X | Substitutions: X by "" lion lion "" , Z by "" blueberry blackberry """,blueberry blackberry - blueberry blackberry * = lion lion
"Rules: Z + + Z = X | Substitutions: X by "" peach strawberry "" , Z by "" banana """,banana + + banana = peach strawberry
"Rules: = Z X * Z | Substitutions: X by "" blackberry cobra "" , Z by "" buffalo apple """,= buffalo apple blackberry cobra * buffalo apple
"Rules: - * X Y * | Substitutions: X by "" cobra "" , Y by "" watermelon """,- * cobra watermelon *
"Rules: Z * X * | Substitutions: X by "" seal cobra "" , Z by "" rat """,rat * seal cobra *
"Rules: + X = X = | Substitutions: X by "" whale """,+ whale = whale =
"Rules: Z = + Z | Substitutions: Z by "" stork horse """,stork horse = + stork horse
"Rules: = Y = Y + | Substitutions: Y by "" strawberry lion """,= strawberry lion = strawberry lion +
"Rules: = X = * Y | Substitutions: X by "" blackberry "" , Y by "" cobra eagle """,= blackberry = * cobra eagle
"Rules: = Z Z - | Substitutions: Z by "" pear banana """,= pear banana pear banana -
"Rules: Y + = Y | Substitutions: Y by "" peach """,peach + = peach
"Rules: = Y X + X | Substitutions: X by "" penguin "" , Y by "" cobra """,= cobra penguin + penguin
"Rules: Y - = Z | Substitutions: Y by "" whale rat "" , Z by "" grape eagle """,whale rat - = grape eagle
"Rules: Z * + X * Z | Substitutions: X by "" shark "" , Z by "" horse """,horse * + shark * horse
"Rules: = Y - * Y | Substitutions: Y by "" grape """,= grape - * grape
"Rules: * Y X * | Substitutions: X by "" zebra "" , Y by "" horse """,* horse zebra *
"Rules: X = = = Y | Substitutions: X by "" eagle "" , Y by "" cobra peach """,eagle = = = cobra peach
"Rules: X X X - = = | Substitutions: X by "" kiwi """,kiwi kiwi kiwi - = =
"Rules: * + X X = | Substitutions: X by "" whale apple """,* + whale apple whale apple =
"Rules: Z Y = = Z * | Substitutions: Y by "" apple "" , Z by "" seal """,seal apple = = seal *
"Rules: X * + - Z | Substitutions: X by "" lion cobra "" , Z by "" horse shark """,lion cobra * + - horse shark
"Rules: Z - * Z | Substitutions: Z by "" lion eagle """,lion eagle - * lion eagle
"Rules: Z + = X X * | Substitutions: X by "" kiwi penguin "" , Z by "" apple blueberry """,apple blueberry + = kiwi penguin kiwi penguin *
"Rules: Y + Y Y = | Substitutions: Y by "" stork """,stork + stork stork =
"Rules: X - * Y + Z | Substitutions: X by "" eagle buffalo "" , Y by "" strawberry "" , Z by "" blackberry """,eagle buffalo - * strawberry + blackberry
"Rules: Y - Y - | Substitutions: Y by "" banana """,banana - banana -
"Rules: = - Z X | Substitutions: X by "" apple "" , Z by "" kiwi """,= - kiwi apple
"Rules: * * Y X | Substitutions: X by "" stork seal "" , Y by "" banana grape """,* * banana grape stork seal
"Rules: + + X Y Y * | Substitutions: X by "" stork penguin "" , Y by "" seal kiwi """,+ + stork penguin seal kiwi seal kiwi *
"Rules: = Z * Z Z - | Substitutions: Z by "" rat """,= rat * rat rat -
"Rules: Z - + X * | Substitutions: X by "" zebra "" , Z by "" peach """,peach - + zebra *
"Rules: X + X - | Substitutions: X by "" peach whale """,peach whale + peach whale -
"Rules: X + Y * | Substitutions: X by "" rat cobra "" , Y by "" blackberry blueberry """,rat cobra + blackberry blueberry *
"Rules: X = Z * | Substitutions: X by "" horse buffalo "" , Z by "" penguin """,horse buffalo = penguin *
"Rules: + - X Z X | Substitutions: X by "" eagle stork "" , Z by "" penguin """,+ - eagle stork penguin eagle stork
"Rules: + - Y Z X | Substitutions: X by "" peach "" , Y by "" whale buffalo "" , Z by "" shark """,+ - whale buffalo shark peach
"Rules: X + + Y Z | Substitutions: X by "" whale strawberry "" , Y by "" seal "" , Z by "" kiwi """,whale strawberry + + seal kiwi
"Rules: - Z = Y | Substitutions: Y by "" penguin strawberry "" , Z by "" blueberry """,- blueberry = penguin strawberry
"Rules: - = X Z Z | Substitutions: X by "" rat pear "" , Z by "" watermelon whale """,- = rat pear watermelon whale watermelon whale
"Rules: X X + + | Substitutions: X by "" blueberry horse """,blueberry horse blueberry horse + +
"Rules: X + Z = Z | Substitutions: X by "" watermelon "" , Z by "" penguin """,watermelon + penguin = penguin
"Rules: * Y = Y = | Substitutions: Y by "" pear seal """,* pear seal = pear seal =
"Rules: * = Z X = | Substitutions: X by "" watermelon "" , Z by "" buffalo """,* = buffalo watermelon =
"Rules: = X = Z X | Substitutions: X by "" lion blueberry "" , Z by "" banana penguin """,= lion blueberry = banana penguin lion blueberry
"Rules: = X Z - Z | Substitutions: X by "" horse "" , Z by "" shark """,= horse shark - shark
"Rules: Y Z X - = | Substitutions: X by "" zebra "" , Y by "" shark "" , Z by "" stork """,shark stork zebra - =
"Rules: - Z Z = | Substitutions: Z by "" grape """,- grape grape =
"Rules: * Y - + Z | Substitutions: Y by "" eagle horse "" , Z by "" strawberry """,* eagle horse - + strawberry
"Rules: Y = - * Y Z | Substitutions: Y by "" horse cobra "" , Z by "" blueberry """,horse cobra = - * horse cobra blueberry
"Rules: + X = X Z | Substitutions: X by "" seal "" , Z by "" rat horse """,+ seal = seal rat horse
"Rules: Y Z - Y + = | Substitutions: Y by "" whale apple "" , Z by "" watermelon stork """,whale apple watermelon stork - whale apple + =
"Rules: * Z - Y - | Substitutions: Y by "" rat penguin "" , Z by "" blackberry penguin """,* blackberry penguin - rat penguin -
"Rules: = = Z X = | Substitutions: X by "" strawberry "" , Z by "" blackberry blueberry """,= = blackberry blueberry strawberry =
"Rules: - * X = Y X | Substitutions: X by "" zebra "" , Y by "" watermelon stork """,- * zebra = watermelon stork zebra
"Rules: - Z Y - - | Substitutions: Y by "" grape grape "" , Z by "" penguin buffalo """,- penguin buffalo grape grape - -
"Rules: Z * X - + | Substitutions: X by "" cobra zebra "" , Z by "" shark cobra """,shark cobra * cobra zebra - +
"Rules: + Y X - - Y | Substitutions: X by "" blueberry "" , Y by "" banana """,+ banana blueberry - - banana
"Rules: X Y Y - - + | Substitutions: X by "" peach lion "" , Y by "" buffalo """,peach lion buffalo buffalo - - +
"Rules: = Z * X | Substitutions: X by "" strawberry "" , Z by "" watermelon lion """,= watermelon lion * strawberry
"Rules: Y * * * X Y | Substitutions: X by "" zebra horse "" , Y by "" horse watermelon """,horse watermelon * * * zebra horse horse watermelon
"Rules: Z X * * | Substitutions: X by "" horse banana "" , Z by "" stork strawberry """,stork strawberry horse banana * *
"Rules: + = = X Z | Substitutions: X by "" penguin "" , Z by "" blackberry """,+ = = penguin blackberry
"Rules: = Z Z + | Substitutions: Z by "" pear whale """,= pear whale pear whale +
"Rules: X - X Z = | Substitutions: X by "" cobra "" , Z by "" strawberry blueberry """,cobra - cobra strawberry blueberry =
"Rules: X = Y Y - * | Substitutions: X by "" cobra grape "" , Y by "" zebra """,cobra grape = zebra zebra - *
"Rules: + Z + X X | Substitutions: X by "" grape "" , Z by "" shark stork """,+ shark stork + grape grape
"Rules: - X = + Y | Substitutions: X by "" whale stork "" , Y by "" horse horse """,- whale stork = + horse horse
"Rules: Y Z = Y + | Substitutions: Y by "" blueberry "" , Z by "" horse whale """,blueberry horse whale = blueberry +
"Rules: Z * * = Y Z | Substitutions: Y by "" eagle "" , Z by "" apple """,apple * * = eagle apple
"Rules: * Y Y = | Substitutions: Y by "" kiwi kiwi """,* kiwi kiwi kiwi kiwi =
"Rules: * Z + + Z | Substitutions: Z by "" grape stork """,* grape stork + + grape stork
"Rules: * = Z Z * | Substitutions: Z by "" buffalo """,* = buffalo buffalo *
"Rules: = Z + Z Y | Substitutions: Y by "" cobra shark "" , Z by "" lion """,= lion + lion cobra shark
"Rules: * X + X + | Substitutions: X by "" cobra lion """,* cobra lion + cobra lion +
"Rules: - = Z X | Substitutions: X by "" zebra zebra "" , Z by "" watermelon rat """,- = watermelon rat zebra zebra
"Rules: Z * + Z | Substitutions: Z by "" seal """,seal * + seal
"Rules: * X Z + | Substitutions: X by "" cobra stork "" , Z by "" peach """,* cobra stork peach +
"Rules: = - Z X * X | Substitutions: X by "" seal whale "" , Z by "" strawberry buffalo """,= - strawberry buffalo seal whale * seal whale
"Rules: X = X * | Substitutions: X by "" watermelon watermelon """,watermelon watermelon = watermelon watermelon *
"Rules: - * X Z | Substitutions: X by "" cobra "" , Z by "" whale """,- * cobra whale
"Rules: Z + Y * | Substitutions: Y by "" horse "" , Z by "" horse pear """,horse pear + horse *
"Rules: Z + Z + | Substitutions: Z by "" blackberry cobra """,blackberry cobra + blackberry cobra +
"Rules: = - + Z Z | Substitutions: Z by "" zebra zebra """,= - + zebra zebra zebra zebra
"Rules: + Y Z = | Substitutions: Y by "" blackberry strawberry "" , Z by "" strawberry cobra """,+ blackberry strawberry strawberry cobra =
"Rules: Y + Z - + | Substitutions: Y by "" rat watermelon "" , Z by "" banana """,rat watermelon + banana - +
"Rules: + Z - X X | Substitutions: X by "" rat seal "" , Z by "" horse blueberry """,+ horse blueberry - rat seal rat seal
"Rules: Y = Z * X | Substitutions: X by "" kiwi penguin "" , Y by "" cobra peach "" , Z by "" blackberry cobra """,cobra peach = blackberry cobra * kiwi penguin
"Rules: Z Y * = Y | Substitutions: Y by "" lion strawberry "" , Z by "" shark cobra """,shark cobra lion strawberry * = lion strawberry
"Rules: + Y + X - Z | Substitutions: X by "" zebra "" , Y by "" blueberry lion "" , Z by "" grape buffalo """,+ blueberry lion + zebra - grape buffalo
"Rules: X - Z = X | Substitutions: X by "" strawberry shark "" , Z by "" whale watermelon """,strawberry shark - whale watermelon = strawberry shark
"Rules: * * Z Y | Substitutions: Y by "" lion apple "" , Z by "" zebra penguin """,* * zebra penguin lion apple
"Rules: Z Z + * * | Substitutions: Z by "" kiwi grape """,kiwi grape kiwi grape + * *
"Rules: = Z = - X | Substitutions: X by "" stork "" , Z by "" buffalo """,= buffalo = - stork
"Rules: X - X Y = | Substitutions: X by "" strawberry seal "" , Y by "" blackberry """,strawberry seal - strawberry seal blackberry =
"Rules: - + - X X | Substitutions: X by "" rat """,- + - rat rat
"Rules: X Z + Z - + | Substitutions: X by "" grape grape "" , Z by "" rat """,grape grape rat + rat - +
"Rules: + + X Z X | Substitutions: X by "" banana "" , Z by "" penguin """,+ + banana penguin banana
"Rules: = Z * X | Substitutions: X by "" buffalo banana "" , Z by "" blackberry pear """,= blackberry pear * buffalo banana
"Rules: * Y X + | Substitutions: X by "" whale "" , Y by "" seal """,* seal whale +
"Rules: + - Y Y | Substitutions: Y by "" horse blackberry """,+ - horse blackberry horse blackberry
"Rules: Y Z = = | Substitutions: Y by "" rat "" , Z by "" shark penguin """,rat shark penguin = =
"Rules: * - - Y Y | Substitutions: Y by "" shark """,* - - shark shark
"Rules: = Z Y = + X | Substitutions: X by "" cobra strawberry "" , Y by "" kiwi "" , Z by "" eagle """,= eagle kiwi = + cobra strawberry
"Rules: = Y Z X * | Substitutions: X by "" peach "" , Y by "" horse "" , Z by "" blackberry cobra """,= horse blackberry cobra peach *
"Rules: Z - - + X | Substitutions: X by "" kiwi blueberry "" , Z by "" eagle """,eagle - - + kiwi blueberry
"Rules: Z + X - | Substitutions: X by "" watermelon banana "" , Z by "" cobra """,cobra + watermelon banana -
"Rules: Y + Y = Y | Substitutions: Y by "" penguin """,penguin + penguin = penguin
"Rules: + Z = X Z | Substitutions: X by "" buffalo "" , Z by "" zebra """,+ zebra = buffalo zebra
"Rules: Y - Y X * | Substitutions: X by "" rat grape "" , Y by "" rat banana """,rat banana - rat banana rat grape *
"Rules: = X Z - = | Substitutions: X by "" blackberry grape "" , Z by "" seal peach """,= blackberry grape seal peach - =
"Rules: = X X = | Substitutions: X by "" strawberry """,= strawberry strawberry =
"Rules: * X X + - | Substitutions: X by "" seal """,* seal seal + -
"Rules: - Z X - X | Substitutions: X by "" grape rat "" , Z by "" rat kiwi """,- rat kiwi grape rat - grape rat
"Rules: * X * Z = | Substitutions: X by "" horse horse "" , Z by "" banana """,* horse horse * banana =
"Rules: Z + Z Y - | Substitutions: Y by "" zebra blackberry "" , Z by "" grape apple """,grape apple + grape apple zebra blackberry -
"Rules: * X Y Z + | Substitutions: X by "" lion "" , Y by "" peach "" , Z by "" zebra """,* lion peach zebra +
"Rules: X * Y Y = + | Substitutions: X by "" penguin "" , Y by "" stork """,penguin * stork stork = +
"Rules: - * Z + Z | Substitutions: Z by "" stork """,- * stork + stork
"Rules: - X = Y X | Substitutions: X by "" pear cobra "" , Y by "" watermelon """,- pear cobra = watermelon pear cobra
"Rules: X Z * - Z | Substitutions: X by "" kiwi zebra "" , Z by "" strawberry """,kiwi zebra strawberry * - strawberry
"Rules: * Z + = Z | Substitutions: Z by "" eagle banana """,* eagle banana + = eagle banana
"Rules: * = X X | Substitutions: X by "" penguin whale """,* = penguin whale penguin whale
"Rules: * - Y Z + | Substitutions: Y by "" apple "" , Z by "" apple """,* - apple apple +
"Rules: Y X + - | Substitutions: X by "" grape "" , Y by "" buffalo """,buffalo grape + -
"Rules: Y * Y - - Z | Substitutions: Y by "" horse horse "" , Z by "" whale """,horse horse * horse horse - - whale
"Rules: Z * = X + | Substitutions: X by "" buffalo "" , Z by "" banana lion """,banana lion * = buffalo +
"Rules: - Z Y + | Substitutions: Y by "" horse "" , Z by "" stork penguin """,- stork penguin horse +
"Rules: * Z + X Z * | Substitutions: X by "" cobra "" , Z by "" blackberry kiwi """,* blackberry kiwi + cobra blackberry kiwi *
"Rules: * Z Y - Y | Substitutions: Y by "" buffalo blueberry "" , Z by "" peach """,* peach buffalo blueberry - buffalo blueberry
"Rules: Y X * Y + | Substitutions: X by "" penguin eagle "" , Y by "" blackberry """,blackberry penguin eagle * blackberry +
"Rules: * Z * Z Z - | Substitutions: Z by "" lion """,* lion * lion lion -
"Rules: = X = Z + | Substitutions: X by "" strawberry "" , Z by "" rat horse """,= strawberry = rat horse +
"Rules: Z - Z = Y | Substitutions: Y by "" stork horse "" , Z by "" eagle """,eagle - eagle = stork horse
"Rules: Y * X Z = | Substitutions: X by "" blackberry "" , Y by "" penguin stork "" , Z by "" zebra """,penguin stork * blackberry zebra =
"Rules: Z = Y Z + * | Substitutions: Y by "" grape apple "" , Z by "" banana lion """,banana lion = grape apple banana lion + *
"Rules: Y Z - = = | Substitutions: Y by "" grape whale "" , Z by "" buffalo """,grape whale buffalo - = =
"Rules: + * - Z X | Substitutions: X by "" grape "" , Z by "" horse """,+ * - horse grape
"Rules: = = Y Z | Substitutions: Y by "" blackberry "" , Z by "" penguin """,= = blackberry penguin
"Rules: = X Y + = | Substitutions: X by "" shark cobra "" , Y by "" shark """,= shark cobra shark + =
"Rules: - Z Y = * | Substitutions: Y by "" shark "" , Z by "" blackberry """,- blackberry shark = *
"Rules: Z = + * Y | Substitutions: Y by "" horse whale "" , Z by "" blueberry """,blueberry = + * horse whale
"Rules: - Z + Z | Substitutions: Z by "" peach """,- peach + peach
"Rules: = Z - Y Y * | Substitutions: Y by "" apple strawberry "" , Z by "" strawberry """,= strawberry - apple strawberry apple strawberry *
"Rules: = = Z = Y | Substitutions: Y by "" lion penguin "" , Z by "" blueberry penguin """,= = blueberry penguin = lion penguin
"Rules: X = Y = - | Substitutions: X by "" pear "" , Y by "" kiwi grape """,pear = kiwi grape = -
"Rules: = Y X - = | Substitutions: X by "" lion "" , Y by "" whale zebra """,= whale zebra lion - =
"Rules: X + - = Z | Substitutions: X by "" whale peach "" , Z by "" stork eagle """,whale peach + - = stork eagle
"Rules: Y = - Y X | Substitutions: X by "" grape "" , Y by "" blueberry peach """,blueberry peach = - blueberry peach grape
"Rules: = Z Y * X | Substitutions: X by "" strawberry blackberry "" , Y by "" grape lion "" , Z by "" peach blueberry """,= peach blueberry grape lion * strawberry blackberry
"Rules: + X Y * | Substitutions: X by "" kiwi lion "" , Y by "" rat stork """,+ kiwi lion rat stork *
"Rules: - X + X Z | Substitutions: X by "" blackberry "" , Z by "" banana strawberry """,- blackberry + blackberry banana strawberry
"Rules: Y Z + * * | Substitutions: Y by "" penguin "" , Z by "" buffalo pear """,penguin buffalo pear + * *
"Rules: Y Y + X + | Substitutions: X by "" kiwi peach "" , Y by "" kiwi rat """,kiwi rat kiwi rat + kiwi peach +
"Rules: Y X + * | Substitutions: X by "" rat "" , Y by "" blueberry """,blueberry rat + *
"Rules: - Y = X | Substitutions: X by "" cobra "" , Y by "" eagle apple """,- eagle apple = cobra
"Rules: + Z Z = Z | Substitutions: Z by "" zebra """,+ zebra zebra = zebra
"Rules: + * Y X Y | Substitutions: X by "" buffalo "" , Y by "" kiwi """,+ * kiwi buffalo kiwi
"Rules: - Z Z = + | Substitutions: Z by "" banana pear """,- banana pear banana pear = +
"Rules: X Z * + - | Substitutions: X by "" peach horse "" , Z by "" zebra """,peach horse zebra * + -
"Rules: X Z - + | Substitutions: X by "" blueberry "" , Z by "" stork banana """,blueberry stork banana - +
"Rules: + X Y = X * | Substitutions: X by "" cobra "" , Y by "" banana """,+ cobra banana = cobra *
"Rules: - - X * X Y | Substitutions: X by "" buffalo stork "" , Y by "" rat stork """,- - buffalo stork * buffalo stork rat stork
"Rules: X = X = = | Substitutions: X by "" banana shark """,banana shark = banana shark = =
"Rules: X = X - | Substitutions: X by "" eagle horse """,eagle horse = eagle horse -
"Rules: - X Z - X | Substitutions: X by "" eagle blueberry "" , Z by "" peach """,- eagle blueberry peach - eagle blueberry
"Rules: = + Z Y Z | Substitutions: Y by "" banana eagle "" , Z by "" blackberry zebra """,= + blackberry zebra banana eagle blackberry zebra
"Rules: + * Y Y | Substitutions: Y by "" apple """,+ * apple apple
"Rules: Y Y - - Y | Substitutions: Y by "" blackberry """,blackberry blackberry - - blackberry
"Rules: + Y = Z | Substitutions: Y by "" shark apple "" , Z by "" pear """,+ shark apple = pear
"Rules: Y + Z - | Substitutions: Y by "" whale "" , Z by "" buffalo """,whale + buffalo -
"Rules: X * Z = * | Substitutions: X by "" cobra "" , Z by "" grape """,cobra * grape = *
"Rules: Z - Y + * X | Substitutions: X by "" kiwi eagle "" , Y by "" watermelon stork "" , Z by "" lion stork """,lion stork - watermelon stork + * kiwi eagle
"Rules: Y Y + * Y | Substitutions: Y by "" horse """,horse horse + * horse
"Rules: Y Z * * | Substitutions: Y by "" blackberry "" , Z by "" horse peach """,blackberry horse peach * *
"Rules: + + Y X X | Substitutions: X by "" watermelon buffalo "" , Y by "" banana """,+ + banana watermelon buffalo watermelon buffalo
"Rules: - = X Z Z | Substitutions: X by "" zebra "" , Z by "" apple rat """,- = zebra apple rat apple rat
"Rules: X Y - X * | Substitutions: X by "" strawberry kiwi "" , Y by "" apple """,strawberry kiwi apple - strawberry kiwi *
"Rules: X X + * | Substitutions: X by "" buffalo rat """,buffalo rat buffalo rat + *
