source,target
"Rules: + Z = X | Substitutions: X by "" horse "" , Z by "" blueberry """,+ blueberry = horse
"Rules: - * Z = Y | Substitutions: Y by "" blueberry horse "" , Z by "" zebra """,- * zebra = blueberry horse
"Rules: = Y Z X + | Substitutions: X by "" pear "" , Y by "" banana blackberry "" , Z by "" penguin """,= banana blackberry penguin pear +
"Rules: X + * Z * | Substitutions: X by "" stork grape "" , Z by "" eagle cobra """,stork grape + * eagle cobra *
"Rules: + Z X + | Substitutions: X by "" peach banana "" , Z by "" watermelon blueberry """,+ watermelon blueberry peach banana +
"Rules: Y Z - Y + | Substitutions: Y by "" blackberry grape "" , Z by "" eagle apple """,blackberry grape eagle apple - blackberry grape +
"Rules: + Y * X | Substitutions: X by "" cobra watermelon "" , Y by "" buffalo strawberry """,+ buffalo strawberry * cobra watermelon
"Rules: - - = Z X Y | Substitutions: X by "" stork apple "" , Y by "" kiwi "" , Z by "" blueberry stork """,- - = blueberry stork stork apple kiwi
"Rules: = X Z = Z | Substitutions: X by "" banana peach "" , Z by "" grape peach """,= banana peach grape peach = grape peach
"Rules: Y X + - Y | Substitutions: X by "" horse "" , Y by "" peach apple """,peach apple horse + - peach apple
"Rules: + Y Y = = X | Substitutions: X by "" rat "" , Y by "" shark lion """,+ shark lion shark lion = = rat
"Rules: Z Z * - = | Substitutions: Z by "" banana """,banana banana * - =
"Rules: + Z Y Y + | Substitutions: Y by "" stork rat "" , Z by "" penguin """,+ penguin stork rat stork rat +
"Rules: X * X * X | Substitutions: X by "" cobra """,cobra * cobra * cobra
"Rules: * * = X Z Y | Substitutions: X by "" pear "" , Y by "" kiwi "" , Z by "" peach buffalo """,* * = pear peach buffalo kiwi
"Rules: Y + X = + | Substitutions: X by "" seal "" , Y by "" apple cobra """,apple cobra + seal = +
"Rules: X * = X X | Substitutions: X by "" penguin kiwi """,penguin kiwi * = penguin kiwi penguin kiwi
"Rules: = - Z Z + | Substitutions: Z by "" eagle shark """,= - eagle shark eagle shark +
"Rules: - Y * X Z = | Substitutions: X by "" watermelon pear "" , Y by "" strawberry "" , Z by "" kiwi """,- strawberry * watermelon pear kiwi =
"Rules: X - Y + X = | Substitutions: X by "" banana pear "" , Y by "" peach """,banana pear - peach + banana pear =
"Rules: = * X X X | Substitutions: X by "" seal """,= * seal seal seal
"Rules: Y - + Z | Substitutions: Y by "" apple "" , Z by "" lion """,apple - + lion
"Rules: Y X Y * + + | Substitutions: X by "" whale "" , Y by "" kiwi """,kiwi whale kiwi * + +
"Rules: * X + - X Z | Substitutions: X by "" blackberry "" , Z by "" banana """,* blackberry + - blackberry banana
"Rules: Z = - + Z | Substitutions: Z by "" banana apple """,banana apple = - + banana apple
"Rules: - X X * | Substitutions: X by "" lion """,- lion lion *
"Rules: = X - Z Y * | Substitutions: X by "" rat grape "" , Y by "" watermelon kiwi "" , Z by "" apple blueberry """,= rat grape - apple blueberry watermelon kiwi *
"Rules: + X + = Z | Substitutions: X by "" apple "" , Z by "" buffalo banana """,+ apple + = buffalo banana
"Rules: X + - = Z | Substitutions: X by "" watermelon "" , Z by "" pear watermelon """,watermelon + - = pear watermelon
"Rules: = + X Y Z | Substitutions: X by "" lion "" , Y by "" cobra lion "" , Z by "" blueberry apple """,= + lion cobra lion blueberry apple
"Rules: Z * Y - | Substitutions: Y by "" strawberry "" , Z by "" stork cobra """,stork cobra * strawberry -
"Rules: Z Y - * Z | Substitutions: Y by "" peach "" , Z by "" stork """,stork peach - * stork
"Rules: X X Y + + - | Substitutions: X by "" penguin kiwi "" , Y by "" banana """,penguin kiwi penguin kiwi banana + + -
"Rules: - = X Z | Substitutions: X by "" horse horse "" , Z by "" blackberry lion """,- = horse horse blackberry lion
"Rules: Y * = Z | Substitutions: Y by "" blackberry grape "" , Z by "" cobra """,blackberry grape * = cobra
"Rules: = Y - X | Substitutions: X by "" stork "" , Y by "" whale horse """,= whale horse - stork
"Rules: Z X X * * + | Substitutions: X by "" banana "" , Z by "" cobra pear """,cobra pear banana banana * * +
"Rules: Y + X Z * * | Substitutions: X by "" pear "" , Y by "" shark "" , Z by "" blackberry lion """,shark + pear blackberry lion * *
"Rules: X Z + - = | Substitutions: X by "" blackberry peach "" , Z by "" peach grape """,blackberry peach peach grape + - =
"Rules: Z * = + Z X | Substitutions: X by "" kiwi "" , Z by "" cobra whale """,cobra whale * = + cobra whale kiwi
"Rules: - X Z + Z | Substitutions: X by "" watermelon "" , Z by "" peach """,- watermelon peach + peach
"Rules: Z = * Y - X | Substitutions: X by "" lion seal "" , Y by "" buffalo kiwi "" , Z by "" seal penguin """,seal penguin = * buffalo kiwi - lion seal
"Rules: Z - X X = | Substitutions: X by "" strawberry "" , Z by "" blueberry kiwi """,blueberry kiwi - strawberry strawberry =
"Rules: Y + X + Z | Substitutions: X by "" rat pear "" , Y by "" blackberry grape "" , Z by "" watermelon zebra """,blackberry grape + rat pear + watermelon zebra
"Rules: * X + * Y | Substitutions: X by "" lion whale "" , Y by "" pear banana """,* lion whale + * pear banana
"Rules: Z Z = = Z | Substitutions: Z by "" banana """,banana banana = = banana
"Rules: X Z + * X | Substitutions: X by "" horse "" , Z by "" whale """,horse whale + * horse
"Rules: Z + = Z | Substitutions: Z by "" watermelon whale """,watermelon whale + = watermelon whale
"Rules: Y Z X - + | Substitutions: X by "" watermelon eagle "" , Y by "" shark "" , Z by "" apple whale """,shark apple whale watermelon eagle - +
"Rules: X X * = | Substitutions: X by "" apple rat """,apple rat apple rat * =
"Rules: X X = Z - | Substitutions: X by "" lion "" , Z by "" seal """,lion lion = seal -
"Rules: = + Y Y | Substitutions: Y by "" seal cobra """,= + seal cobra seal cobra
"Rules: Z Z = + Z | Substitutions: Z by "" strawberry stork """,strawberry stork strawberry stork = + strawberry stork
"Rules: * Y * Y Y - | Substitutions: Y by "" strawberry grape """,* strawberry grape * strawberry grape strawberry grape -
"Rules: Y Z - Y + | Substitutions: Y by "" whale "" , Z by "" lion """,whale lion - whale +
"Rules: * Z * Z + | Substitutions: Z by "" penguin """,* penguin * penguin +
"Rules: Z * Z * Z - | Substitutions: Z by "" kiwi """,kiwi * kiwi * kiwi -
"Rules: = X = - Z | Substitutions: X by "" blueberry "" , Z by "" whale horse """,= blueberry = - whale horse
"Rules: + - X Y | Substitutions: X by "" buffalo zebra "" , Y by "" watermelon strawberry """,+ - buffalo zebra watermelon strawberry
"Rules: Z - - Z | Substitutions: Z by "" lion seal """,lion seal - - lion seal
"Rules: = Y Y Y - | Substitutions: Y by "" peach """,= peach peach peach -
"Rules: Y Y = * Y - | Substitutions: Y by "" zebra """,zebra zebra = * zebra -
"Rules: + = = Y Y | Substitutions: Y by "" rat """,+ = = rat rat
"Rules: - Z Y = + | Substitutions: Y by "" eagle "" , Z by "" blackberry seal """,- blackberry seal eagle = +
"Rules: X = Y X = | Substitutions: X by "" blueberry whale "" , Y by "" strawberry cobra """,blueberry whale = strawberry cobra blueberry whale =
"Rules: * X + * X Y | Substitutions: X by "" blackberry horse "" , Y by "" whale watermelon """,* blackberry horse + * blackberry horse whale watermelon
"Rules: = = X X = | Substitutions: X by "" watermelon penguin """,= = watermelon penguin watermelon penguin =
"Rules: - = Z Y | Substitutions: Y by "" lion strawberry "" , Z by "" horse """,- = horse lion strawberry
"Rules: * Z X + X - | Substitutions: X by "" buffalo banana "" , Z by "" lion lion """,* lion lion buffalo banana + buffalo banana -
"Rules: X = * Z - | Substitutions: X by "" eagle cobra "" , Z by "" apple blackberry """,eagle cobra = * apple blackberry -
"Rules: + X - Z | Substitutions: X by "" stork watermelon "" , Z by "" zebra buffalo """,+ stork watermelon - zebra buffalo
"Rules: - Y * X Z | Substitutions: X by "" banana "" , Y by "" pear zebra "" , Z by "" buffalo """,- pear zebra * banana buffalo
"Rules: X Y = * - Y | Substitutions: X by "" watermelon cobra "" , Y by "" blackberry """,watermelon cobra blackberry = * - blackberry
"Rules: Z = X + | Substitutions: X by "" blueberry banana "" , Z by "" grape """,grape = blueberry banana +
"Rules: X = X + | Substitutions: X by "" whale """,whale = whale +
"Rules: - Y = Z | Substitutions: Y by "" rat blueberry "" , Z by "" blueberry lion """,- rat blueberry = blueberry lion
"Rules: * + X X Y | Substitutions: X by "" lion rat "" , Y by "" banana """,* + lion rat lion rat banana
"Rules: Z * + Z Z | Substitutions: Z by "" strawberry pear """,strawberry pear * + strawberry pear strawberry pear
"Rules: * Z Y = + Z | Substitutions: Y by "" lion blackberry "" , Z by "" seal """,* seal lion blackberry = + seal
"Rules: - - Y * Y | Substitutions: Y by "" horse peach """,- - horse peach * horse peach
"Rules: + Z X Z - + | Substitutions: X by "" blueberry "" , Z by "" stork watermelon """,+ stork watermelon blueberry stork watermelon - +
"Rules: Y + X - | Substitutions: X by "" strawberry penguin "" , Y by "" penguin whale """,penguin whale + strawberry penguin -
"Rules: Z Y * - + | Substitutions: Y by "" seal "" , Z by "" shark """,shark seal * - +
"Rules: - Z * Y X - | Substitutions: X by "" rat kiwi "" , Y by "" peach watermelon "" , Z by "" watermelon shark """,- watermelon shark * peach watermelon rat kiwi -
"Rules: = + X + Z | Substitutions: X by "" kiwi blackberry "" , Z by "" rat """,= + kiwi blackberry + rat
"Rules: * Z - Y | Substitutions: Y by "" watermelon "" , Z by "" strawberry watermelon """,* strawberry watermelon - watermelon
"Rules: Z Y = * X | Substitutions: X by "" buffalo banana "" , Y by "" grape "" , Z by "" buffalo horse """,buffalo horse grape = * buffalo banana
"Rules: + Y X * | Substitutions: X by "" banana "" , Y by "" cobra whale """,+ cobra whale banana *
"Rules: + Y Z Y + * | Substitutions: Y by "" penguin kiwi "" , Z by "" zebra """,+ penguin kiwi zebra penguin kiwi + *
"Rules: = Z + * Y | Substitutions: Y by "" lion "" , Z by "" kiwi peach """,= kiwi peach + * lion
"Rules: Y Y + Y - | Substitutions: Y by "" cobra whale """,cobra whale cobra whale + cobra whale -
"Rules: * = X * Z X | Substitutions: X by "" horse strawberry "" , Z by "" grape """,* = horse strawberry * grape horse strawberry
"Rules: = Y Z = * X | Substitutions: X by "" eagle eagle "" , Y by "" banana zebra "" , Z by "" blueberry """,= banana zebra blueberry = * eagle eagle
"Rules: X + X + = X | Substitutions: X by "" lion """,lion + lion + = lion
"Rules: Z X X * - = | Substitutions: X by "" peach cobra "" , Z by "" stork seal """,stork seal peach cobra peach cobra * - =
"Rules: Y * Y X + - | Substitutions: X by "" shark whale "" , Y by "" zebra """,zebra * zebra shark whale + -
"Rules: - - X Y | Substitutions: X by "" horse eagle "" , Y by "" buffalo """,- - horse eagle buffalo
"Rules: * + = Y Z | Substitutions: Y by "" shark blackberry "" , Z by "" horse """,* + = shark blackberry horse
"Rules: = Y = Y Y | Substitutions: Y by "" penguin """,= penguin = penguin penguin
"Rules: X * - Y | Substitutions: X by "" blueberry "" , Y by "" peach banana """,blueberry * - peach banana
"Rules: + = Z - Y X | Substitutions: X by "" banana buffalo "" , Y by "" kiwi "" , Z by "" cobra watermelon """,+ = cobra watermelon - kiwi banana buffalo
"Rules: = * X * Y | Substitutions: X by "" grape "" , Y by "" kiwi pear """,= * grape * kiwi pear
"Rules: - X = Y Z | Substitutions: X by "" apple "" , Y by "" stork lion "" , Z by "" penguin apple """,- apple = stork lion penguin apple
"Rules: Z - = Z Z + | Substitutions: Z by "" pear blackberry """,pear blackberry - = pear blackberry pear blackberry +
"Rules: X * - = X | Substitutions: X by "" strawberry strawberry """,strawberry strawberry * - = strawberry strawberry
"Rules: Z X + + + | Substitutions: X by "" whale kiwi "" , Z by "" rat """,rat whale kiwi + + +
"Rules: Y Z Y * - - | Substitutions: Y by "" eagle "" , Z by "" lion """,eagle lion eagle * - -
"Rules: Z = Z - + X | Substitutions: X by "" peach "" , Z by "" horse """,horse = horse - + peach
"Rules: Z Z * - Y | Substitutions: Y by "" strawberry horse "" , Z by "" zebra """,zebra zebra * - strawberry horse
"Rules: Y = + X Y | Substitutions: X by "" kiwi lion "" , Y by "" eagle """,eagle = + kiwi lion eagle
"Rules: Y * = Y = | Substitutions: Y by "" seal blueberry """,seal blueberry * = seal blueberry =
"Rules: Z Z + Y + | Substitutions: Y by "" watermelon "" , Z by "" seal buffalo """,seal buffalo seal buffalo + watermelon +
"Rules: * + Z Z * | Substitutions: Z by "" horse """,* + horse horse *
"Rules: + Z Z - * | Substitutions: Z by "" kiwi watermelon """,+ kiwi watermelon kiwi watermelon - *
"Rules: = = + Z Y | Substitutions: Y by "" penguin strawberry "" , Z by "" stork """,= = + stork penguin strawberry
"Rules: X = * * X | Substitutions: X by "" rat rat """,rat rat = * * rat rat
"Rules: Y Z Y - = | Substitutions: Y by "" seal "" , Z by "" rat """,seal rat seal - =
"Rules: + = X Y | Substitutions: X by "" eagle "" , Y by "" penguin zebra """,+ = eagle penguin zebra
"Rules: = X Z Z - | Substitutions: X by "" kiwi "" , Z by "" blueberry blueberry """,= kiwi blueberry blueberry blueberry blueberry -
"Rules: = * Z Y - Y | Substitutions: Y by "" apple rat "" , Z by "" apple """,= * apple apple rat - apple rat
"Rules: X * Y * - | Substitutions: X by "" seal "" , Y by "" peach peach """,seal * peach peach * -
"Rules: Y Y X = * | Substitutions: X by "" lion "" , Y by "" watermelon """,watermelon watermelon lion = *
"Rules: * Y - X = Y | Substitutions: X by "" rat "" , Y by "" rat """,* rat - rat = rat
"Rules: = X Z Z * | Substitutions: X by "" seal zebra "" , Z by "" peach lion """,= seal zebra peach lion peach lion *
"Rules: Y = Y + Y | Substitutions: Y by "" eagle lion """,eagle lion = eagle lion + eagle lion
"Rules: + Y - X Z + | Substitutions: X by "" blueberry "" , Y by "" strawberry horse "" , Z by "" watermelon kiwi """,+ strawberry horse - blueberry watermelon kiwi +
"Rules: Y = X + = | Substitutions: X by "" blackberry peach "" , Y by "" grape """,grape = blackberry peach + =
"Rules: - - Z - Z | Substitutions: Z by "" blackberry """,- - blackberry - blackberry
"Rules: Z + - * X Z | Substitutions: X by "" seal rat "" , Z by "" banana """,banana + - * seal rat banana
"Rules: X = Z - | Substitutions: X by "" apple shark "" , Z by "" zebra blackberry """,apple shark = zebra blackberry -
"Rules: = = X X | Substitutions: X by "" kiwi cobra """,= = kiwi cobra kiwi cobra
"Rules: Z Z + X = | Substitutions: X by "" grape "" , Z by "" kiwi """,kiwi kiwi + grape =
"Rules: = * Z X Y | Substitutions: X by "" apple "" , Y by "" pear "" , Z by "" shark """,= * shark apple pear
"Rules: Z - Z + | Substitutions: Z by "" peach """,peach - peach +
"Rules: X Z = + | Substitutions: X by "" blueberry zebra "" , Z by "" whale """,blueberry zebra whale = +
"Rules: * Z Z Y = | Substitutions: Y by "" blackberry "" , Z by "" buffalo watermelon """,* buffalo watermelon buffalo watermelon blackberry =
"Rules: Z Z * + | Substitutions: Z by "" buffalo """,buffalo buffalo * +
"Rules: Z = Y = Y | Substitutions: Y by "" kiwi watermelon "" , Z by "" blackberry pear """,blackberry pear = kiwi watermelon = kiwi watermelon
"Rules: Z = * Y | Substitutions: Y by "" seal "" , Z by "" zebra cobra """,zebra cobra = * seal
"Rules: X Y = + = | Substitutions: X by "" whale eagle "" , Y by "" whale """,whale eagle whale = + =
"Rules: X + = Z Z | Substitutions: X by "" shark "" , Z by "" seal """,shark + = seal seal
"Rules: Y - Y * + | Substitutions: Y by "" kiwi """,kiwi - kiwi * +
"Rules: Y * = Z | Substitutions: Y by "" blackberry banana "" , Z by "" horse strawberry """,blackberry banana * = horse strawberry
"Rules: X - + X Y | Substitutions: X by "" watermelon pear "" , Y by "" whale """,watermelon pear - + watermelon pear whale
"Rules: Z Y = * Y * | Substitutions: Y by "" zebra peach "" , Z by "" zebra blueberry """,zebra blueberry zebra peach = * zebra peach *
"Rules: = = X Y Y + | Substitutions: X by "" cobra grape "" , Y by "" kiwi blackberry """,= = cobra grape kiwi blackberry kiwi blackberry +
"Rules: - Z Y * | Substitutions: Y by "" apple blackberry "" , Z by "" strawberry """,- strawberry apple blackberry *
"Rules: = = X X | Substitutions: X by "" penguin """,= = penguin penguin
"Rules: X Y + Z * | Substitutions: X by "" lion peach "" , Y by "" zebra "" , Z by "" apple """,lion peach zebra + apple *
"Rules: + Z * X - | Substitutions: X by "" whale "" , Z by "" penguin """,+ penguin * whale -
"Rules: X X + + Z + | Substitutions: X by "" blackberry pear "" , Z by "" cobra """,blackberry pear blackberry pear + + cobra +
"Rules: * * + Z X | Substitutions: X by "" buffalo "" , Z by "" shark """,* * + shark buffalo
"Rules: Z X Y * = | Substitutions: X by "" grape "" , Y by "" apple "" , Z by "" eagle """,eagle grape apple * =
"Rules: = + X Y + | Substitutions: X by "" watermelon "" , Y by "" watermelon peach """,= + watermelon watermelon peach +
"Rules: + Y = Z Y | Substitutions: Y by "" kiwi "" , Z by "" banana """,+ kiwi = banana kiwi
"Rules: - Z X = X - | Substitutions: X by "" watermelon penguin "" , Z by "" blackberry """,- blackberry watermelon penguin = watermelon penguin -
"Rules: * Z - Z | Substitutions: Z by "" strawberry """,* strawberry - strawberry
"Rules: Z X + - | Substitutions: X by "" banana cobra "" , Z by "" zebra kiwi """,zebra kiwi banana cobra + -
"Rules: = + - X Y | Substitutions: X by "" penguin rat "" , Y by "" buffalo strawberry """,= + - penguin rat buffalo strawberry
"Rules: * = + Y X | Substitutions: X by "" buffalo "" , Y by "" apple """,* = + apple buffalo
"Rules: Y X + = | Substitutions: X by "" seal "" , Y by "" blackberry """,blackberry seal + =
"Rules: * X + Z | Substitutions: X by "" grape "" , Z by "" pear buffalo """,* grape + pear buffalo
"Rules: - Y * Z Y * | Substitutions: Y by "" peach penguin "" , Z by "" whale """,- peach penguin * whale peach penguin *
"Rules: X = = Z * X | Substitutions: X by "" blueberry banana "" , Z by "" whale """,blueberry banana = = whale * blueberry banana
"Rules: * X + Z | Substitutions: X by "" blueberry stork "" , Z by "" eagle shark """,* blueberry stork + eagle shark
"Rules: + Y Z = Z | Substitutions: Y by "" peach "" , Z by "" eagle """,+ peach eagle = eagle
"Rules: Z Y * Y - + | Substitutions: Y by "" apple grape "" , Z by "" whale """,whale apple grape * apple grape - +
"Rules: - = Y Z + | Substitutions: Y by "" apple watermelon "" , Z by "" cobra penguin """,- = apple watermelon cobra penguin +
"Rules: Z X X = = | Substitutions: X by "" peach "" , Z by "" lion """,lion peach peach = =
"Rules: Y + X + | Substitutions: X by "" banana "" , Y by "" cobra peach """,cobra peach + banana +
"Rules: + + = Z Y X | Substitutions: X by "" seal "" , Y by "" rat "" , Z by "" shark banana """,+ + = shark banana rat seal
"Rules: Z Z * * * | Substitutions: Z by "" blackberry """,blackberry blackberry * * *
"Rules: Z Y - - | Substitutions: Y by "" peach cobra "" , Z by "" horse apple """,horse apple peach cobra - -
"Rules: = - X Y Y * | Substitutions: X by "" eagle "" , Y by "" lion """,= - eagle lion lion *
"Rules: + X X - | Substitutions: X by "" apple pear """,+ apple pear apple pear -
"Rules: Z * - X X | Substitutions: X by "" penguin "" , Z by "" apple penguin """,apple penguin * - penguin penguin
"Rules: - * * X Y | Substitutions: X by "" horse apple "" , Y by "" pear """,- * * horse apple pear
"Rules: Z X + = Z | Substitutions: X by "" whale "" , Z by "" eagle """,eagle whale + = eagle
"Rules: Y X Z = + | Substitutions: X by "" rat zebra "" , Y by "" banana rat "" , Z by "" apple """,banana rat rat zebra apple = +
"Rules: - Z + Z - | Substitutions: Z by "" whale peach """,- whale peach + whale peach -
"Rules: X Z + = | Substitutions: X by "" buffalo peach "" , Z by "" rat """,buffalo peach rat + =
"Rules: = X X = | Substitutions: X by "" lion penguin """,= lion penguin lion penguin =
"Rules: Z * - * Y | Substitutions: Y by "" kiwi peach "" , Z by "" buffalo buffalo """,buffalo buffalo * - * kiwi peach
"Rules: X * - + Y X | Substitutions: X by "" whale banana "" , Y by "" apple """,whale banana * - + apple whale banana
"Rules: + Y + + Y Z | Substitutions: Y by "" penguin cobra "" , Z by "" strawberry """,+ penguin cobra + + penguin cobra strawberry
"Rules: Z + * Z X | Substitutions: X by "" seal rat "" , Z by "" apple penguin """,apple penguin + * apple penguin seal rat
"Rules: + X = - X | Substitutions: X by "" watermelon stork """,+ watermelon stork = - watermelon stork
"Rules: X = * = Z | Substitutions: X by "" apple "" , Z by "" rat """,apple = * = rat
"Rules: - Z Y X = - | Substitutions: X by "" kiwi rat "" , Y by "" shark "" , Z by "" rat cobra """,- rat cobra shark kiwi rat = -
"Rules: * = X * Y | Substitutions: X by "" buffalo apple "" , Y by "" banana shark """,* = buffalo apple * banana shark
"Rules: Y Y Z + + | Substitutions: Y by "" apple peach "" , Z by "" whale blueberry """,apple peach apple peach whale blueberry + +
"Rules: X - Y * Z = | Substitutions: X by "" cobra "" , Y by "" shark shark "" , Z by "" zebra """,cobra - shark shark * zebra =
"Rules: + X X * Y * | Substitutions: X by "" lion seal "" , Y by "" strawberry """,+ lion seal lion seal * strawberry *
"Rules: = Z Y + | Substitutions: Y by "" seal "" , Z by "" penguin """,= penguin seal +
"Rules: = Y - * Y X | Substitutions: X by "" stork "" , Y by "" zebra """,= zebra - * zebra stork
"Rules: Z * + X Y | Substitutions: X by "" kiwi banana "" , Y by "" zebra "" , Z by "" seal """,seal * + kiwi banana zebra
"Rules: - Z X X * * | Substitutions: X by "" stork kiwi "" , Z by "" zebra """,- zebra stork kiwi stork kiwi * *
"Rules: Y * - = Z | Substitutions: Y by "" buffalo "" , Z by "" horse horse """,buffalo * - = horse horse
"Rules: Z * * + X | Substitutions: X by "" strawberry seal "" , Z by "" peach horse """,peach horse * * + strawberry seal
"Rules: + * * X Y Z | Substitutions: X by "" kiwi "" , Y by "" lion buffalo "" , Z by "" lion """,+ * * kiwi lion buffalo lion
"Rules: + + = Z Y | Substitutions: Y by "" kiwi "" , Z by "" cobra stork """,+ + = cobra stork kiwi
"Rules: - + X Y + | Substitutions: X by "" kiwi "" , Y by "" pear """,- + kiwi pear +
"Rules: Z - - + Y X | Substitutions: X by "" zebra pear "" , Y by "" eagle "" , Z by "" strawberry """,strawberry - - + eagle zebra pear
"Rules: * - Z Y = Y | Substitutions: Y by "" kiwi "" , Z by "" strawberry """,* - strawberry kiwi = kiwi
"Rules: + - - Y Y Y | Substitutions: Y by "" eagle apple """,+ - - eagle apple eagle apple eagle apple
"Rules: - - = X X | Substitutions: X by "" shark """,- - = shark shark
"Rules: + X X = Y | Substitutions: X by "" cobra "" , Y by "" watermelon """,+ cobra cobra = watermelon
"Rules: = + Z Z - | Substitutions: Z by "" lion lion """,= + lion lion lion lion -
"Rules: + Z * = Y X | Substitutions: X by "" whale "" , Y by "" penguin "" , Z by "" blackberry """,+ blackberry * = penguin whale
"Rules: Z = * X | Substitutions: X by "" lion "" , Z by "" blackberry """,blackberry = * lion
"Rules: X Z + * - X | Substitutions: X by "" whale "" , Z by "" apple """,whale apple + * - whale
"Rules: * - * Z X Z | Substitutions: X by "" watermelon zebra "" , Z by "" lion watermelon """,* - * lion watermelon watermelon zebra lion watermelon
"Rules: X + - + Z | Substitutions: X by "" penguin "" , Z by "" blackberry """,penguin + - + blackberry
"Rules: X X - = Y = | Substitutions: X by "" lion zebra "" , Y by "" buffalo """,lion zebra lion zebra - = buffalo =
"Rules: = - X Z | Substitutions: X by "" peach penguin "" , Z by "" rat """,= - peach penguin rat
"Rules: Z = = Y | Substitutions: Y by "" kiwi watermelon "" , Z by "" grape whale """,grape whale = = kiwi watermelon
"Rules: * Y + - Z | Substitutions: Y by "" cobra "" , Z by "" stork """,* cobra + - stork
"Rules: - * - Y X Y | Substitutions: X by "" eagle "" , Y by "" stork watermelon """,- * - stork watermelon eagle stork watermelon
"Rules: X * Y Z * | Substitutions: X by "" seal penguin "" , Y by "" blueberry "" , Z by "" whale blackberry """,seal penguin * blueberry whale blackberry *
"Rules: * * + Z X | Substitutions: X by "" blackberry whale "" , Z by "" whale """,* * + whale blackberry whale
"Rules: * Y * Y Z + | Substitutions: Y by "" pear "" , Z by "" apple """,* pear * pear apple +
"Rules: = Z - X | Substitutions: X by "" seal "" , Z by "" seal kiwi """,= seal kiwi - seal
"Rules: X * = Y Y | Substitutions: X by "" seal whale "" , Y by "" horse seal """,seal whale * = horse seal horse seal
"Rules: X = * X X | Substitutions: X by "" blueberry """,blueberry = * blueberry blueberry
"Rules: Z - Y = * X | Substitutions: X by "" eagle watermelon "" , Y by "" cobra grape "" , Z by "" zebra zebra """,zebra zebra - cobra grape = * eagle watermelon
"Rules: X Y + * = | Substitutions: X by "" shark "" , Y by "" peach """,shark peach + * =
"Rules: = * Y Y * | Substitutions: Y by "" buffalo """,= * buffalo buffalo *
"Rules: - Z = Y Z | Substitutions: Y by "" zebra grape "" , Z by "" apple shark """,- apple shark = zebra grape apple shark
"Rules: - = * X Z | Substitutions: X by "" watermelon "" , Z by "" banana watermelon """,- = * watermelon banana watermelon
"Rules: - X * Y Y = | Substitutions: X by "" zebra watermelon "" , Y by "" shark kiwi """,- zebra watermelon * shark kiwi shark kiwi =
