source,target
"Quy tắc: + Z = X | Thay thế: X bằng "" ngựa "" , Z bằng "" việt quất """,+ Quả việt quất = Ngựa
"Quy tắc: - X + Y | Thay thế: X bằng "" đào "" , Y bằng "" ngựa vằn chuối """,- Đào + Ngựa vằn chuối
"Quy tắc: + Y + Z | Thay thế: Y bằng "" chuối "", Z bằng "" chuối """,+ Chuối + Chuối
"Quy tắc: * Z X - | Thay thế: X bởi "" quả lê táo "" , Z bởi "" ngựa vằn táo """,* Táo vằn lê táo -
"Quy tắc: - X Z Y * | Thay thế: X bởi "" cá mập "", Y bởi "" cá voi "", Z bởi "" dâu tây """,- Cá voi dâu tây cá mập *
"Quy tắc: Y Y Z = + | Thay thế: Y bởi "" kiwi "" , Z bởi "" strawberry eagle """,Kiwi Kiwi Đại bàng dâu tây = +
"Quy tắc: * Z = X = Y | Thay thế: X bằng "" seal apple "" , Y bằng "" buffalo banana "" , Z bằng "" blueberry """,* việt quất = táo hải cẩu = chuối trâu
"Quy tắc: Y + + X X | Thay thế: X bởi "" seal eagle "" , Y bởi "" lion """,sư tử + + hải cẩu đại bàng hải cẩu đại bàng
"Quy tắc: Y = = = Z | Thay thế: Y bởi "" ngựa vằn "" , Z bởi "" táo """,ngựa vằn = = = táo
"Quy tắc: = X Z + Z | Thay thế: X bởi "" blackberry cobra "" , Z bởi "" strawberry """,= dâu tây rắn hổ mang đen + dâu tây
"Quy tắc: + = Z X * | Thay thế: X bằng "" con dấu "" , Z bằng "" nho """,+ = con dấu nho *
"Quy tắc: + Y X * | Thay thế: X bởi "" lê ngựa vằn "" , Y bởi "" cò cá voi ""","+ Cò cá voi, lê ngựa vằn *"
"Quy tắc: + Z - X X | Thay thế: X bằng "" sư tử "" , Z bằng "" trâu """,+ Trâu - sư tử sư tử
"Quy tắc: Y = = Y | Thay thế: Y bởi "" cá voi táo """,Cá voi táo = = Cá voi táo
"Quy tắc: - + Z Z | Thay thế: Z bởi "" trâu kiwi ""","- + Trâu Kiwi, Kiwi, Trâu"
"Quy tắc: X Y + - * | Thay thế: X bởi "" táo blackberry "" , Y bởi "" táo chuối """,táo blackberry táo chuối + - *
"Quy tắc: - X = Y | Thay thế: X bởi "" kiwi blueberry "" , Y bởi "" blackberry """,- Kiwi việt quất = dâu đen
"Quy tắc: Z X + X * | Thay thế: X bằng "" sư tử "", Z bằng "" lê """,lê sư tử + sư tử *
"Quy tắc: X - * X + | Thay thế: X bởi "" ngựa vằn """,Ngựa vằn - * ngựa vằn +
"Quy tắc: X Z * * * | Thay thế: X bằng "" trâu "" , Z bằng "" ngựa """,Ngựa trâu * * * *
"Quy tắc: Z = Z * X | Thay thế: X bằng "" chuối "", Z bằng "" dâu tây ngựa vằn """,Dâu tây ngựa vằn = dâu tây ngựa vằn * chuối
"Quy tắc: * Z = Z = Y | Thay thế: Y bằng "" con dấu "", Z bằng "" quả táo """,* táo = táo = con dấu
"Quy tắc: Z + Y - + | Thay thế: Y bởi "" ngựa vằn "", Z bởi "" blackberry chuối """,Chuối dâu đen + Ngựa vằn - +
"Quy tắc: Z * X * | Thay thế: X bởi "" cá voi "" , Z bởi "" rắn hổ mang """,Rắn hổ mang * Cá voi *
"Quy tắc: Y = * Y X | Thay thế: X bởi "" rắn hổ mang chuột "" , Y bởi "" chim cánh cụt ngựa vằn """,Chim cánh cụt ngựa vằn = * Ngựa vằn chim cánh cụt chuột rắn hổ mang
"Quy tắc: - Z + Y | Thay thế: Y bởi "" kiwi "" , Z bởi "" kiwi strawberry """,- Kiwi dâu tây + kiwi
"Quy tắc: X = - X Z | Thay thế: X bởi "" blackberry "" , Z bởi "" blackberry """,BlackBerry = - BlackBerry BlackBerry
"Quy tắc: Z - Y * | Thay thế: Y bởi "" sư tử hổ mang "" , Z bởi "" chuột cánh cụt """,Chuột cánh cụt - Sư tử rắn hổ mang *
"Quy tắc: Y + + + Z | Thay thế: Y bởi "" chim cánh cụt ngựa vằn "", Z bởi "" cò dâu tây """,Chim cánh cụt ngựa vằn + + + Cò dâu tây
"Quy tắc: + = Z X * | Thay thế: X bởi "" chuột "" , Z bởi "" cá mập """,+ = chuột cá mập *
"Quy tắc: Y = Z + | Thay thế: Y bởi "" ngựa vằn rắn hổ mang "", Z bởi "" ngựa """,Ngựa vằn rắn hổ mang = ngựa +
"Quy tắc: Y Z - + * | Thay thế: Y bởi "" penguin banana "", Z bởi "" strawberry kiwi """,Kiwi dâu tây chuối chim cánh cụt - + *
"Quy tắc: + - Z X | Thay thế: X bởi "" con cò hải cẩu "", Z bởi "" cò táo """,+ - Cò táo Con cò hải cẩu
"Quy tắc: Y = + Y Z | Thay thế: Y bởi "" dưa hấu "" , Z bởi "" lê cá voi """,dưa hấu = + lê cá voi dưa hấu
"Quy tắc: X * * X | Thay thế: X bởi "" sư tử chuột """,Sư tử chuột * * Sư tử chuột
"Quy tắc: - Z Y = X | Thay thế: X bằng "" nho "" , Y bằng "" đào dưa hấu "" , Z bằng "" kiwi """,- Đào dưa hấu kiwi = nho
"Quy tắc: * = Z * Z X | Thay thế: X bởi "" chuối nho "" , Z bởi "" cò """,* = cò * cò chuối nho
"Quy tắc: + = Y X * | Thay thế: X bằng "" táo "" , Y bằng "" chuột """,+ = Táo Chuột *
"Quy tắc: Z Z = * * | Thay thế: Z bởi "" ngựa vằn """,Ngựa vằn = * *
"Quy tắc: * Y Z + | Thay thế: Y bởi "" chuột "" , Z bởi "" blackberry """,* Chuột Blackberry +
"Quy tắc: - X Z Z = + | Thay thế: X bằng "" sư tử dưa hấu "", Z bằng "" lê """,- lê sư tử dưa hấu = +
"Quy tắc: + Y + + Z | Thay thế: Y bởi "" đại bàng đào "", Z bởi "" lê """,+ Đại bàng đào + + Lê
"Quy tắc: Z * - Y Z | Thay thế: Y bằng "" trâu "" , Z bằng "" trâu dâu """,Trâu dâu * - trâu dâu
"Quy tắc: + X Z - Y | Thay thế: X bằng "" nho "", Y bằng "" con dấu "", Z bằng "" con dấu """,+ Con dấu nho - Con dấu
"Quy tắc: * X Y Z + | Thay thế: X bởi "" blueberry rat "" , Y bởi "" rắn hổ mang "" , Z bởi "" rắn hổ mang hải cẩu ""","* Rắn hổ mang chuột việt quất, rắn hổ mang +"
"Quy tắc: * + + Y X Y | Thay thế: X bằng "" đào rắn hổ mang "" , Y bằng "" táo nho ""","* + + Nho táo, rắn hổ mang đào, nho, táo"
"Quy tắc: - - Z Y + Y | Thay thế: Y bởi "" pear peach "" , Z bởi "" shark strawberry """,- - Cá mập dâu lê đào + lê đào
"Quy tắc: Y + + Z + | Thay thế: Y bởi "" sư tử dưa hấu "", Z bởi "" trâu chuột """,sư tử dưa hấu + + trâu chuột +
"Quy tắc: * Y X * | Thay thế: X bởi "" blackberry pear "" , Y bởi "" chuột """,* Lê dâu đen chuột *
"Quy tắc: * X Y X = * | Thay thế: X bởi "" cá mập "" , Y bởi "" rắn hổ mang hải cẩu """,* Cá mập hổ mang hải cẩu cá mập = *
"Quy tắc: - * Y + Z | Thay thế: Y bằng "" seal "" , Z bởi "" dưa hấu rắn hổ mang """,- * Hải cẩu + Dưa hấu rắn hổ mang
"Quy tắc: * X = = Y X | Thay thế: X bằng "" chuối "" , Y bằng "" ngựa sư tử """,* chuối = = chuối sư tử ngựa
"Quy tắc: Y Y = + - | Thay thế: Y bởi "" chim cánh cụt """,chim cánh cụt = + -
"Quy tắc: - Y - Y Z + | Thay thế: Y bởi "" chuối lê "" , Z bởi "" kiwi chuối ""","- Lê, chuối - Lê, chuối, Kiwi +"
"Quy tắc: - X = X | Thay thế: X bởi "" chim cánh cụt """,- chim cánh cụt = chim cánh cụt
"Quy tắc: - Y Y + | Thay thế: Y bởi "" chim cánh cụt """,- Chim cánh cụt +
"Quy tắc: - + = Y Z | Thay thế: Y bởi "" cá mập nho "", Z bởi "" dưa hấu sư tử ""","- + = cá mập nho, sư tử, dưa hấu"
"Quy tắc: = Z - Z - | Thay thế: Z bởi "" rắn hổ mang """,= rắn hổ mang - rắn hổ mang -
"Quy tắc: - X * Z * | Thay thế: X bởi "" ngựa vằn "" , Z bởi "" cá voi kiwi """,- Ngựa vằn * Cá voi kiwi *
"Quy tắc: Z Z + = | Thay thế: Z bởi "" ngựa """,ngựa + =
"Quy tắc: X - X Z + | Thay thế: X bởi "" kiwi nho "" , Z bởi "" kiwi """,Kiwi nho - Kiwi nho +
"Quy tắc: + * Z Y | Thay thế: Y bởi "" đào cá mập "" , Z bởi "" ngựa vằn """,+ * Đào cá mập ngựa vằn
"Quy tắc: Z + X = X = | Thay thế: X bởi "" chuột "" , Z bởi "" đại bàng """,Đại bàng + chuột = chuột =
"Quy tắc: Z X + - * | Thay thế: X bởi "" sư tử "" , Z bởi "" việt quất dưa hấu """,Dưa hấu việt quất sư tử + - *
"Quy tắc: - Z - Y Y | Thay thế: Y bởi "" shark "" , Z bởi "" shark """,- Cá mập - Cá mập cá mập
"Quy tắc: + = Y = Z Y | Thay thế: Y bởi "" chuột việt quất "" , Z bởi "" lê chuột """,+ = chuột việt quất = chuột lê việt quất chuột
"Quy tắc: - - X X - Z | Thay thế: X bởi "" đại bàng chuối "" , Z bởi "" nho """,- - Đại bàng chuối đại bàng chuối - nho
"Quy tắc: - X * * Z | Thay thế: X bởi "" eagle apple "", Z bởi "" blueberry eagle """,- Đại bàng táo * * Đại bàng việt quất
"Quy tắc: = Y - Z | Thay thế: Y bằng "" trâu "" , Z bằng "" dâu đen hải cẩu """,= trâu - con dấu dâu đen
"Quy tắc: * Y * * Z Z | Thay thế: Y bởi "" cò kiwi "" , Z bởi "" chuột cò """,* Cò kiwi * * Cò chuột Cò chuột
"Quy tắc: X + + Y * | Thay thế: X bởi "" lion shark "" , Y bởi "" blueberry apple """,Cá mập sư tử + + táo việt quất *
"Quy tắc: X X = Y = | Thay thế: X bằng "" ngựa vằn "", Y bằng "" chuối """,Ngựa vằn = chuối =
"Quy tắc: Z = Y - + X | Thay thế: X bằng "" con dấu "", Y bằng "" sư tử "", Z bằng "" chuối """,chuối = sư tử - + hải cẩu
"Quy tắc: - Y * X | Thay thế: X bởi "" dưa hấu "" , Y bởi "" kiwi cò """,- Kiwi cò * dưa hấu
"Quy tắc: Z Y = + | Thay thế: Y bởi "" blackberry "" , Z bởi "" apple rat """,chuột táo blackberry = +
"Quy tắc: * Z Z Z = | Thay thế: Z bởi "" cá mập chuối ""","* Cá mập chuối, cá mập chuối, cá mập chuối ="
"Quy tắc: X + X Z * - | Thay thế: X bởi "" ngựa vằn sư tử "", Z bởi "" chuột lê """,Ngựa vằn sư tử + Ngựa vằn sư tử Chuột lê * -
"Quy tắc: Z = X + | Thay thế: X bởi "" sư tử dưa hấu "" , Z bởi "" chim cánh cụt """,chim cánh cụt = sư tử dưa hấu +
"Quy tắc: * = Z + X | Thay thế: X bởi "" chim cánh cụt "", Z bởi "" dưa hấu dâu tây """,* = dưa hấu dâu tây + chim cánh cụt
"Quy tắc: X + Y - X - | Thay thế: X bằng "" nho "" , Y bằng "" lê """,nho + lê - nho -
"Quy tắc: Z = Y + = | Thay thế: Y bởi "" nho blackberry "" , Z bởi "" đào """,đào = dâu đen nho + =
"Quy tắc: * * Z - Z | Thay thế: Z bởi "" táo dâu """,* * Dâu tây táo - táo dâu tây
"Quy tắc: + * Y X | Thay thế: X bằng "" dưa hấu hải cẩu "" , Y bằng "" chuột táo """,+ * Dưa hấu hải cẩu chuột táo
"Quy tắc: + - X + Y X | Thay thế: X bởi "" ngựa vằn việt quất "", Y bởi "" ngựa vằn """,+ - Ngựa vằn việt quất + Ngựa vằn việt quất ngựa vằn
"Quy tắc: + Y * Y * | Thay thế: Y bởi "" quả việt quất nho """,+ Quả việt quất nho * Quả việt quất nho *
"Quy tắc: Y + Z = | Thay thế: Y bằng "" kiwi "", Z bằng "" dâu tây """,Kiwi + dâu tây =
"Quy tắc: - X Y * Z | Thay thế: X bởi "" việt quất "" , Y bởi "" dưa hấu trâu "" , Z bởi "" cò ""","- Quả việt quất, việt quất, trâu, dưa hấu * cò"
"Quy tắc: + Y - X = | Thay thế: X bởi "" cá voi ngựa "" , Y bởi "" chim cánh cụt """,+ Chim cánh cụt - Cá voi ngựa =
"Quy tắc: * + X Z | Thay thế: X bằng "" đào "" , Z bằng "" chuột chuối """,* + Chuối chuột đào
"Quy tắc: X = Z + | Thay thế: X bằng "" dâu tây "", Z bằng "" ngựa """,dâu tây = ngựa +
"Quy tắc: = = Z Z | Thay thế: Z bởi "" đào rắn hổ mang """,= = Rắn hổ mang đào đào
"Quy tắc: - Z = Y | Thay thế: Y bằng "" kiwi pear "" , Z bằng "" seal """,- hải cẩu = lê kiwi
"Quy tắc: X X * * | Thay thế: X bởi "" táo táo """,táo táo táo táo * *
"Quy tắc: X X + - | Thay thế: X bởi "" eagle """,Đại bàng đại bàng + -
"Quy tắc: X = - + Z | Thay thế: X bằng "" ngựa vằn "", Z bằng "" đào lê """,ngựa vằn = - + đào lê
"Quy tắc: X = X + * | Thay thế: X bởi "" trâu hổ mang """,Trâu rắn hổ mang = trâu hổ mang + *
"Quy tắc: + Y Y - | Thay thế: Y bằng "" ngựa """,+ Ngựa -
"Quy tắc: Z Z Z - * | Thay thế: Z bằng "" con dấu """,Con dấu con dấu - *
"Quy tắc: X = Z + - X | Thay thế: X bởi "" rắn hổ mang đào "", Z bởi "" chim cánh cụt dâu tây """,Rắn hổ mang đào = dâu tây chim cánh cụt + - rắn hổ mang đào
"Quy tắc: Z Y * + | Thay thế: Y bởi "" cò đại bàng "" , Z bởi "" kiwi dưa hấu """,Dưa hấu Kiwi Đại bàng Cò * +
"Quy tắc: = Y Z * | Thay thế: Y bằng "" lê nho "" , Z bằng "" dâu tây """,= dâu tây lê nho *
"Quy tắc: = Z X Y * = | Thay thế: X bởi "" eagle whale "", Y bởi "" rat "" , Z bởi "" eagle blackberry """,= Đại bàng Blackberry Eagle Whale Rat * =
"Quy tắc: = - X - X | Thay thế: X bằng "" apple """,= - táo - táo
"Quy tắc: = Y - X = Z | Thay thế: X bởi "" ngựa vằn trâu "" , Y bởi "" chuối cá mập "" , Z bởi "" chim cánh cụt """,= Chuối cá mập - ngựa vằn trâu = chim cánh cụt
"Quy tắc: - X = Z X = | Thay thế: X bởi "" dâu tây cá voi "", Z bởi "" trâu hải cẩu """,- dâu tây cá voi = dâu tây cá voi trâu hải cẩu =
"Quy tắc: * Z Z - - | Thay thế: Z bởi "" cá mập cò """,* Cá mập cò Cá mập cò - -
"Quy tắc: Y - X - + | Thay thế: X bởi "" chim cánh cụt "", Y bởi "" blackberry chuối """,Chuối Blackberry - Chim cánh cụt - +
"Quy tắc: + X Z Y + | Thay thế: X bởi "" việt quất "", Y bởi "" trâu "" , Z bởi "" blackberry """,+ Trâu việt quất +
"Quy tắc: Z = Y Y - = | Thay thế: Y bởi "" blueberry eagle "" , Z bởi "" blueberry """,quả việt quất = đại bàng việt quất đại bàng việt quất - =
"Quy tắc: Y - Z Y + | Thay thế: Y bởi "" kiwi "" , Z bởi "" peach whale """,Kiwi - Kiwi cá voi đào +
"Quy tắc: Z X * Y * - | Thay thế: X bằng "" dưa hấu việt quất "", Y bằng "" chuối trâu "", Z bằng "" trâu """,Dưa hấu việt quất trâu * Chuối trâu * -
"Quy tắc: - Z X = Y | Thay thế: X bằng "" kiwi sư tử "", Y bằng "" táo "", Z bằng "" táo """,- Kiwi sư tử táo = táo
"Quy tắc: + Y Y - | Thay thế: Y bởi "" eagle """,+ Đại bàng -
"Quy tắc: + * Y X | Thay thế: X bằng "" lê cá mập "" , Y bằng "" đào """,+ * Lê cá mập đào
"Quy tắc: Y = * Y + Z | Thay thế: Y bởi "" stork apple "" , Z bởi "" kiwi dưa hấu """,Cò táo = * Cò táo + Kiwi dưa hấu
"Quy tắc: * * Y Z | Thay thế: Y bởi "" đại bàng "" , Z bởi "" ngựa vằn """,* * Ngựa vằn đại bàng
"Quy tắc: Z * Y X = * | Thay thế: X bằng "" ngựa vằn đào "", Y bằng "" việt quất "", Z bằng "" chuột """,chuột * ngựa vằn đào việt quất = *
"Quy tắc: = Y = Y Z | Thay thế: Y bởi "" đào cá voi "" , Z bởi "" cá voi đại bàng """,= đào cá voi = cá voi đại bàng đào cá voi
"Quy tắc: + Z X + | Thay thế: X bằng "" nho "" , Z bằng "" sư tử đào """,+ Nho sư tử đào +
"Quy tắc: Y - = Y | Thay thế: Y bởi "" cá voi """,Cá voi - = Cá voi
"Quy tắc: - = Z X Z * | Thay thế: X bằng "" dâu tây "", Z bằng "" chuối ""","- = chuối, dâu tây, chuối *"
"Quy tắc: Y Y - X - * | Thay thế: X bằng "" ngựa "" , Y bằng "" nho việt quất """,Nho việt quất Nho việt quất - Ngựa - *
"Quy tắc: Z + = Z Y | Thay thế: Y bởi "" zebra seal "" , Z bởi "" penguin blackberry """,chim cánh cụt blackberry + = chim cánh cụt Blackberry Zebra Seal
"Quy tắc: X Y * = | Thay thế: X bởi "" chuột "" , Y bởi "" kiwi việt quất """,Chuột kiwi việt quất * =
"Quy tắc: + Z Z + + X | Thay thế: X bởi "" kiwi "" , Z bởi "" chuột """,+ Chuột chuột + + Kiwi
"Quy tắc: X = + Y X | Thay thế: X bằng "" nho đào "", Y bằng "" lê """,nho đào = + nho đào lê
"Quy tắc: - Y Z - + | Thay thế: Y bởi "" lê "" , Z bởi "" penguin strawberry """,- Dâu tây chim cánh cụt lê - +
"Quy tắc: Z Y - * Y + | Thay thế: Y bởi "" dâu tây "" , Z bởi "" kiwi táo """,dâu tây kiwi táo - * dâu tây +
"Quy tắc: - = Y X X - | Thay thế: X bởi "" chim cánh cụt "" , Y bởi "" cá voi hổ mang """,- = Chim cánh cụt voi hổ mang -
"Quy tắc: Z Z - = X | Thay thế: X bằng "" chuối "" , Z bằng "" sư tử trâu ""","sư tử trâu, sư tử trâu - = chuối, chuối"
"Quy tắc: + Y X + | Thay thế: X bởi "" rắn hổ mang trâu "" , Y bởi "" dưa hấu chuột """,+ Rắn hổ mang trâu dưa hấu chuột +
"Quy tắc: * * + Y X | Thay thế: X bằng "" blackberry "" , Y bằng "" lê """,* * + lê blackberry
"Quy tắc: Z X + X = * | Thay thế: X bởi "" cò "" , Z bởi "" đại bàng """,Cò đại bàng + cò = *
"Quy tắc: X Y + + | Thay thế: X bằng "" chuột "" , Y bằng "" dưa hấu """,Dưa hấu chuột + +
"Quy tắc: Z Y * * = Z | Thay thế: Y bởi "" táo "" , Z bởi "" sư tử ngựa vằn """,Táo sư tử ngựa vằn * * = sư tử ngựa vằn
"Quy tắc: - * X = X | Thay thế: X bởi "" kiwi chuối """,- * Chuối kiwi = Chuối Kiwi
"Quy tắc: Y Y Y - - | Thay thế: Y bởi "" cá mập hải cẩu """,Hải cẩu cá mập hải cẩu cá mập hải cẩu cá mập - -
"Quy tắc: X - Y = - Z | Thay thế: X bởi "" cá mập dưa hấu "" , Y bởi "" nho "" , Z bởi "" rắn hổ mang cá mập """,Cá mập dưa hấu - nho = - rắn hổ mang cá mập
"Quy tắc: Y X * * Z | Thay thế: X bằng "" đào "" , Y bằng "" ngựa "", Z bằng "" cá mập """,đào ngựa * * cá mập
"Quy tắc: X + - Z X | Thay thế: X bằng "" quả táo lê "", Z bằng "" con dấu """,Pear Apple + - Hải cẩu táo lê
"Quy tắc: Z Y X * = - | Thay thế: X bằng "" đại bàng "", Y bằng "" dưa hấu "", Z bằng "" chim cánh cụt """,Đại bàng dưa hấu chim cánh cụt * = -
"Quy tắc: * Y Z Y = | Thay thế: Y bằng "" cò "", Z bằng "" ngựa """,* Cò ngựa =
"Quy tắc: + Y Y X * = | Thay thế: X bởi "" chuột "" , Y bởi "" sư tử """,+ Chuột sư tử * =
"Quy tắc: Z = Z - * | Thay thế: Z bởi "" việt quất """,quả việt quất = quả việt quất - *
"Quy tắc: = - Z Y | Thay thế: Y bằng "" đào "" , Z bằng "" việt quất """,= - đào việt quất
"Quy tắc: Z - Y Z = | Thay thế: Y bằng "" cò "", Z bằng "" chuối dưa hấu ""","chuối dưa hấu - cò, dưa hấu, chuối ="
"Quy tắc: X Y - - = | Thay thế: X bằng "" đào "" , Y bằng "" con dấu """,con dấu đào - - =
"Quy tắc: Y - X = Y | Thay thế: X bởi "" chim cánh cụt đào "" , Y bởi "" chim cánh cụt đại bàng """,Chim cánh cụt đại bàng - chim cánh cụt đào = chim cánh cụt đại bàng
"Quy tắc: + Z + Y | Thay thế: Y bởi "" chim cánh cụt chuột "" , Z bởi "" chim cánh cụt """,+ Chim cánh cụt + Chim cánh cụt chuột
"Quy tắc: + Y X - = Y | Thay thế: X bởi "" ngựa vằn "" , Y bởi "" đại bàng """,+ Ngựa vằn ngựa đại bàng - = Đại bàng
"Quy tắc: - * - X Z | Thay thế: X bằng "" blackberry "", Z bằng "" chuối """,- * - Chuối đen
"Quy tắc: Z Z + * Z * | Thay thế: Z bởi "" blueberry lion """,Sư tử việt quất Sư tử việt quất + * Sư tử việt quất *
"Quy tắc: X = Z + | Thay thế: X bởi "" chim cánh cụt "", Z bởi "" việt quất ngựa vằn """,chim cánh cụt = việt quất ngựa vằn +
"Quy tắc: - X = + Z | Thay thế: X bằng "" nho cá voi "" , Z bằng "" lê trâu """,- Nho cá voi = + lê trâu
"Quy tắc: Z Y Y - = | Thay thế: Y bởi "" cá voi dưa hấu "", Z bởi "" chuột ""","chuột, dưa hấu, cá voi, dưa hấu, cá voi - ="
"Quy tắc: Y + * * Z X | Thay thế: X bằng "" trâu "" , Y bằng "" cá voi trâu "" , Z bằng "" táo cò """,Cá voi trâu +** Cò Trâu táo
"Quy tắc: X Y - + | Thay thế: X bởi "" đại bàng "" , Y bởi "" cò """,Cò đại bàng - +
"Quy tắc: X - * X Y + | Thay thế: X bằng "" nho "" , Y bằng "" chuối trâu """,nho - * Chuối trâu nho +
"Quy tắc: + * Y Y Y | Thay thế: Y bởi "" việt quất ""","+ * việt quất, việt quất, việt quất, việt quất, việt quất"
"Quy tắc: + + X Y Z | Thay thế: X bởi "" blackberry "" , Y bởi "" strawberry "" , Z bởi "" blackberry blackberry """,+ + dâu tây blackberry blackberry blackberry
"Quy tắc: = + Y - X | Thay thế: X bởi "" eagle blueberry "" , Y bởi "" nho """,= + nho - việt quất đại bàng
"Quy tắc: X - * Y | Thay thế: X bởi "" chuối "" , Y bởi "" cá voi cá mập """,chuối - * cá mập
"Quy tắc: + - Z Z | Thay thế: Z bởi "" eagle """,+ - Đại bàng đại bàng
"Quy tắc: Z Y Z - + | Thay thế: Y bằng "" dưa hấu dâu "" , Z bằng "" táo """,táo dâu tây dưa hấu táo - +
"Quy tắc: Z + = Z Y | Thay thế: Y bằng "" nho chuột "" , Z bằng "" đào """,đào + = nho chuột đào
"Quy tắc: = + Z Z X | Thay thế: X bằng "" ngựa "" , Z bằng "" chuối đại bàng """,= + Đại bàng chuối đại bàng Chuối Ngựa
"Quy tắc: * + Z - Z | Thay thế: Z bởi "" cá mập hổ mang """,* + Cá mập rắn hổ mang - Cá mập rắn hổ mang
"Quy tắc: Y * Y + + | Thay thế: Y bằng "" con dấu """,con dấu * con dấu + +
"Quy tắc: Z Z * X * = | Thay thế: X bởi "" shark "" , Z bởi "" blackberry """,blackberry blackberry * cá mập * =
"Quy tắc: - - - Z Z | Thay thế: Z bởi "" strawberry eagle """,- - - Đại bàng dâu tây
"Quy tắc: * = Z Y + | Thay thế: Y bởi "" chuột "" , Z bởi "" chim cánh cụt ngựa vằn """,* = chuột cánh cụt ngựa vằn +
"Quy tắc: Y = = X | Thay thế: X bởi "" nho dưa hấu "", Y bởi "" cò đại bàng """,Cò đại bàng = = nho dưa hấu
"Quy tắc: X = - X - | Thay thế: X bởi "" đại bàng táo """,Đại bàng táo = - Đại bàng táo -
"Quy tắc: * Y - Y X | Thay thế: X bằng "" táo ngựa "" , Y bằng "" chim cánh cụt hải cẩu """,* Hải cẩu chim cánh cụt - Hải cẩu Chim cánh cụt Horse Apple
"Quy tắc: - * Z = Y | Thay thế: Y bởi "" ngựa việt quất "" , Z bởi "" ngựa vằn """,- * ngựa vằn = ngựa việt quất
"Quy tắc: = Y Z X + | Thay thế: X bằng "" lê "" , Y bằng "" chuối đen "" , Z bằng "" chim cánh cụt """,= Chuối Blackberry Penguin Pear +
"Quy tắc: X + * Z * | Thay thế: X bởi "" cò nho "" , Z bởi "" rắn hổ mang đại bàng """,cò nho + * rắn hổ mang đại bàng *
"Quy tắc: + Z X + | Thay thế: X bởi "" chuối đào "" , Z bởi "" việt quất dưa hấu ""","+ Dưa hấu, việt quất, đào, chuối +"
"Quy tắc: Y Z - Y + | Thay thế: Y bởi "" blackberry grape "", Z bởi "" eagle apple """,BlackBerry Grape Eagle Apple - BlackBerry Grape +
"Quy tắc: + Y * X | Thay thế: X bởi "" dưa hấu rắn hổ mang "" , Y bởi "" dâu tây trâu """,+ Dâu tây trâu * Dưa hấu rắn hổ mang
"Quy tắc: - - = Z X Y | Thay thế: X bởi "" stork apple "" , Y bởi "" kiwi "" , Z bởi "" blueberry stork ""","- - = cò việt quất, cò táo, kiwi"
"Quy tắc: = X Z = Z | Thay thế: X bằng "" chuối đào "" , Z bằng "" đào nho """,= chuối đào nho đào = đào nho
"Quy tắc: Y X + - Y | Thay thế: X bằng "" ngựa "" , Y bằng "" táo đào """,Ngựa táo đào + - táo đào
"Quy tắc: + Y Y = = X | Thay thế: X bởi "" chuột "" , Y bởi "" sư tử cá mập ""","+ Sư tử cá mập, cá mập, sư tử = = chuột"
"Quy tắc: Z Z * - = | Thay thế: Z bằng "" chuối """,chuối chuối * - =
"Quy tắc: + Z Y Y + | Thay thế: Y bởi "" chuột cò "" , Z bởi "" chim cánh cụt ""","+ Cò chim cánh cụt, Cò chuột, chuột +"
"Quy tắc: X * X * X | Thay thế: X bởi "" rắn hổ mang """,Rắn hổ mang * Rắn hổ mang * Rắn hổ mang
"Quy tắc: * * = X Z Y | Thay thế: X bằng "" lê "" , Y bằng "" kiwi "", Z bằng "" trâu đào """,* * = kiwi trâu đào lê
"Quy tắc: Y + X = + | Thay thế: X bằng "" seal "" , Y bằng "" rắn hổ mang táo """,Rắn hổ mang táo + con dấu = +
"Quy tắc: X * = X X | Thay thế: X bởi "" kiwi chim cánh cụt """,Kiwi chim cánh cụt * = Kiwi chim cánh cụt Kiwi
"Quy tắc: = - Z Z + | Thay thế: Z bởi "" eagle shark """,= - Cá mập đại bàng Cá mập đại bàng +
"Quy tắc: - Y * X Z = | Thay thế: X bằng "" lê dưa hấu "" , Y bằng "" dâu tây "", Z bằng "" kiwi """,- dâu tây * kiwi lê dưa hấu =
"Quy tắc: X - Y + X = | Thay thế: X bằng "" chuối lê "" , Y bằng "" đào """,lê chuối - đào + lê chuối =
"Quy tắc: = * x x x | Thay thế: X bằng "" con dấu """,= * con dấu con dấu
"Quy tắc: Y - + Z | Thay thế: Y bằng "" táo "" , Z bằng "" sư tử """,táo - + sư tử
"Quy tắc: Y X Y * + + | Thay thế: X bởi "" cá voi "" , Y bởi "" kiwi """,Kiwi Cá voi Kiwi * + +
"Quy tắc: * X + - X Z | Thay thế: X bằng "" blackberry "", Z bằng "" chuối """,* Blackberry + - Chuối Blackberry
"Quy tắc: Z = - + Z | Thay thế: Z bởi "" chuối táo """,Chuối táo = - + Chuối táo
"Quy tắc: - X X * | Thay thế: X bởi "" sư tử """,- sư tử sư tử *
"Quy tắc: = X - Z Y * | Thay thế: X bởi "" nho chuột "" , Y bởi "" kiwi dưa hấu "" , Z bởi "" việt quất táo ""","= Nho chuột - táo, việt quất, dưa hấu, kiwi *"
"Quy tắc: + X + = Z | Thay thế: X bằng "" táo "" , Z bằng "" chuối trâu """,+ táo + = chuối trâu
